creator_metric_id,metric_date,creator_id,play_count,interaction_count,published_count,interaction_rate
CRM0001456,2026-08-28,C001456,17,1,6,0.0588
CRM0001457,2026-08-28,C001457,37,3,11,0.0811
CRM0001458,2026-08-28,C001458,28,2,11,0.0714
CRM0001459,2026-08-28,C001459,30,6,10,0.2
CRM0001460,2026-08-28,C001460,39,9,9,0.2308
CRM0001461,2026-08-28,C001461,24,0,9,0.0
CRM0001462,2026-08-28,C001462,20,3,8,0.15
CRM0001463,2026-08-28,C001463,17,1,5,0.0588
CRM0001464,2026-08-28,C001464,24,5,7,0.2083
CRM0001465,2026-08-28,C001465,16,2,4,0.125
CRM0001466,2026-08-28,C001466,36,3,11,0.0833
CRM0001467,2026-08-28,C001467,27,7,10,0.2593
CRM0001468,2026-08-28,C001468,14,2,6,0.1429
CRM0001469,2026-08-28,C001469,13,1,6,0.0769
CRM0001470,2026-08-28,C001470,22,4,8,0.1818
CRM0001471,2026-08-28,C001471,27,4,9,0.1481
CRM0001472,2026-08-28,C001472,26,3,10,0.1154
CRM0001473,2026-08-28,C001473,25,1,7,0.04
CRM0001474,2026-08-28,C001474,23,2,9,0.087
CRM0001475,2026-08-28,C001475,24,4,7,0.1667
CRM0001476,2026-08-28,C001476,28,5,9,0.1786
CRM0001477,2026-08-28,C001477,19,2,4,0.1053
CRM0001478,2026-08-28,C001478,23,3,6,0.1304
CRM0001479,2026-08-28,C001479,13,0,5,0.0
CRM0001480,2026-08-28,C001480,26,5,8,0.1923
CRM0001481,2026-08-28,C001481,20,2,6,0.1
CRM0001482,2026-08-28,C001482,23,5,6,0.2174
CRM0001483,2026-08-28,C001483,28,3,9,0.1071
CRM0001484,2026-08-28,C001484,41,4,11,0.0976
CRM0001485,2026-08-28,C001485,25,3,9,0.12
CRM0001486,2026-08-28,C001486,20,3,7,0.15
CRM0001487,2026-08-28,C001487,28,6,7,0.2143
CRM0001488,2026-08-28,C001488,27,3,10,0.1111
CRM0001489,2026-08-28,C001489,38,3,12,0.0789
CRM0001490,2026-08-28,C001490,25,5,8,0.2
CRM0001491,2026-08-28,C001491,15,2,7,0.1333
CRM0001492,2026-08-28,C001492,18,1,7,0.0556
CRM0001493,2026-08-28,C001493,30,2,9,0.0667
CRM0001494,2026-08-28,C001494,26,7,8,0.2692
CRM0001495,2026-08-28,C001495,33,6,8,0.1818
CRM0001496,2026-08-28,C001496,34,5,11,0.1471
CRM0001497,2026-08-28,C001497,34,6,11,0.1765
CRM0001498,2026-08-28,C001498,50,6,12,0.12
CRM0001499,2026-08-28,C001499,56,7,14,0.125
CRM0001500,2026-08-28,C001500,38,4,11,0.1053
CRM0001501,2026-08-28,C001501,23,2,10,0.087
CRM0001502,2026-08-28,C001502,15,1,6,0.0667
CRM0001503,2026-08-28,C001503,21,1,10,0.0476
CRM0001504,2026-08-28,C001504,25,2,7,0.08
CRM0001505,2026-08-28,C001505,17,0,5,0.0
CRM0001506,2026-08-28,C001506,13,1,4,0.0769
CRM0001507,2026-08-28,C001507,20,3,7,0.15
CRM0001508,2026-08-28,C001508,21,5,7,0.2381
CRM0001509,2026-08-28,C001509,30,1,11,0.0333
CRM0001510,2026-08-28,C001510,38,1,11,0.0263
CRM0001511,2026-08-28,C001511,25,4,8,0.16
CRM0001512,2026-08-28,C001512,22,3,5,0.1364
CRM0001513,2026-08-28,C001513,45,4,11,0.0889
CRM0001514,2026-08-28,C001514,38,6,10,0.1579
CRM0001515,2026-08-28,C001515,22,3,8,0.1364
CRM0001516,2026-08-28,C001516,26,3,10,0.1154
CRM0001517,2026-08-28,C001517,45,9,11,0.2
CRM0001518,2026-08-28,C001518,28,2,10,0.0714
CRM0001519,2026-08-28,C001519,29,6,9,0.2069
CRM0001520,2026-08-28,C001520,29,2,7,0.069
CRM0001521,2026-08-28,C001521,31,2,9,0.0645
CRM0001522,2026-08-28,C001522,49,4,14,0.0816
CRM0001523,2026-08-28,C001523,24,4,10,0.1667
CRM0001524,2026-08-28,C001524,44,10,12,0.2273
CRM0001525,2026-08-28,C001525,5,0,5,0.0
CRM0001526,2026-08-28,C001526,27,5,11,0.1852
CRM0001527,2026-08-28,C001527,32,3,15,0.0938
CRM0001528,2026-08-28,C001528,15,3,8,0.2
CRM0001529,2026-08-28,C001529,33,4,10,0.1212
CRM0001530,2026-08-28,C001530,48,6,15,0.125
CRM0001531,2026-08-28,C001531,27,4,9,0.1481
CRM0001532,2026-08-28,C001532,14,3,3,0.2143
CRM0001533,2026-08-28,C001533,8,0,3,0.0
CRM0001534,2026-08-28,C001534,37,4,10,0.1081
CRM0001535,2026-08-28,C001535,17,1,7,0.0588
CRM0001536,2026-08-28,C001536,40,5,9,0.125
CRM0001537,2026-08-28,C001537,22,4,8,0.1818
CRM0001538,2026-08-28,C001538,37,5,10,0.1351
CRM0001539,2026-08-28,C001539,3,0,1,0.0
CRM0001540,2026-08-28,C001540,21,1,8,0.0476
CRM0001541,2026-08-28,C001541,17,3,6,0.1765
CRM0001542,2026-08-28,C001542,13,1,6,0.0769
CRM0001543,2026-08-28,C001543,14,1,4,0.0714
CRM0001544,2026-08-28,C001544,40,9,11,0.225
CRM0001545,2026-08-28,C001545,11,0,4,0.0
CRM0001546,2026-08-28,C001546,26,3,9,0.1154
CRM0001547,2026-08-28,C001547,35,4,10,0.1143
CRM0001548,2026-08-28,C001548,21,1,8,0.0476
CRM0001549,2026-08-28,C001549,24,4,8,0.1667
CRM0001550,2026-08-28,C001550,13,2,4,0.1538
CRM0001551,2026-08-28,C001551,14,1,5,0.0714
CRM0001552,2026-08-28,C001552,26,2,9,0.0769
CRM0001553,2026-08-28,C001553,22,3,8,0.1364
CRM0001554,2026-08-28,C001554,35,2,11,0.0571
CRM0001555,2026-08-28,C001555,27,2,5,0.0741
CRM0001556,2026-08-28,C001556,15,1,8,0.0667
CRM0001557,2026-08-28,C001557,38,6,12,0.1579
CRM0001558,2026-08-28,C001558,38,2,9,0.0526
CRM0001559,2026-08-28,C001559,3,1,3,0.3333
CRM0001560,2026-08-28,C001560,24,6,7,0.25
CRM0001561,2026-08-28,C001561,28,2,8,0.0714
CRM0001562,2026-08-28,C001562,14,4,7,0.2857
CRM0001563,2026-08-28,C001563,33,5,11,0.1515
CRM0001564,2026-08-28,C001564,30,2,7,0.0667
CRM0001565,2026-08-28,C001565,42,4,12,0.0952
CRM0001566,2026-08-28,C001566,32,6,10,0.1875
CRM0001567,2026-08-28,C001567,49,11,13,0.2245
CRM0001568,2026-08-28,C001568,26,2,8,0.0769
CRM0001569,2026-08-28,C001569,40,3,11,0.075
CRM0001570,2026-08-28,C001570,27,3,9,0.1111
CRM0001571,2026-08-28,C001571,18,3,9,0.1667
CRM0001572,2026-08-28,C001572,28,2,11,0.0714
CRM0001573,2026-08-28,C001573,24,2,7,0.0833
CRM0001574,2026-08-28,C001574,22,3,8,0.1364
CRM0001575,2026-08-28,C001575,40,9,10,0.225
CRM0001576,2026-08-28,C001576,16,4,6,0.25
CRM0001577,2026-08-28,C001577,25,4,9,0.16
CRM0001578,2026-08-28,C001578,22,3,6,0.1364
CRM0001579,2026-08-28,C001579,5,1,1,0.2
CRM0001580,2026-08-28,C001580,19,1,7,0.0526
CRM0001581,2026-08-28,C001581,24,4,9,0.1667
CRM0001582,2026-08-28,C001582,28,3,10,0.1071
CRM0001583,2026-08-28,C001583,35,5,13,0.1429
CRM0001584,2026-08-28,C001584,44,2,14,0.0455
CRM0001585,2026-08-28,C001585,12,0,7,0.0
CRM0001586,2026-08-28,C001586,24,6,6,0.25
CRM0001587,2026-08-28,C001587,26,5,7,0.1923
CRM0001588,2026-08-28,C001588,40,8,11,0.2
CRM0001589,2026-08-28,C001589,25,2,8,0.08
CRM0001590,2026-08-28,C001590,21,1,9,0.0476
CRM0001591,2026-08-28,C001591,27,4,7,0.1481
CRM0001592,2026-08-28,C001592,28,3,11,0.1071
CRM0001593,2026-08-28,C001593,17,3,5,0.1765
CRM0001594,2026-08-28,C001594,14,4,6,0.2857
CRM0001595,2026-08-28,C001595,23,5,6,0.2174
CRM0001596,2026-08-28,C001596,20,5,7,0.25
CRM0001597,2026-08-28,C001597,22,6,8,0.2727
CRM0001598,2026-08-28,C001598,24,5,9,0.2083
CRM0001599,2026-08-28,C001599,17,2,6,0.1176
CRM0001600,2026-08-28,C001600,39,4,9,0.1026
CRM0001601,2026-08-28,C001601,29,4,7,0.1379
CRM0001602,2026-08-28,C001602,43,11,13,0.2558
CRM0001603,2026-08-28,C001603,31,6,9,0.1935
CRM0001604,2026-08-28,C001604,33,5,7,0.1515
CRM0001605,2026-08-28,C001605,29,4,7,0.1379
CRM0001606,2026-08-28,C001606,35,2,11,0.0571
CRM0001607,2026-08-28,C001607,42,2,10,0.0476
CRM0001608,2026-08-28,C001608,37,1,9,0.027
CRM0001609,2026-08-28,C001609,25,3,8,0.12
CRM0001610,2026-08-28,C001610,29,4,7,0.1379
CRM0001611,2026-08-28,C001611,23,4,8,0.1739
CRM0001612,2026-08-28,C001612,37,4,9,0.1081
CRM0001613,2026-08-28,C001613,44,4,14,0.0909
CRM0001614,2026-08-28,C001614,19,2,6,0.1053
CRM0001615,2026-08-28,C001615,22,2,8,0.0909
CRM0001616,2026-08-28,C001616,29,7,9,0.2414
CRM0001617,2026-08-28,C001617,26,5,7,0.1923
CRM0001618,2026-08-28,C001618,21,3,4,0.1429
CRM0001619,2026-08-28,C001619,29,4,10,0.1379
CRM0001620,2026-08-28,C001620,30,7,9,0.2333
CRM0001621,2026-08-28,C001621,13,2,6,0.1538
CRM0001622,2026-08-28,C001622,43,3,11,0.0698
CRM0001623,2026-08-28,C001623,36,6,11,0.1667
CRM0001624,2026-08-28,C001624,42,10,10,0.2381
CRM0001625,2026-08-28,C001625,7,0,4,0.0
CRM0001626,2026-08-28,C001626,32,7,8,0.2188
CRM0001627,2026-08-28,C001627,26,2,6,0.0769
CRM0001628,2026-08-28,C001628,44,3,14,0.0682
CRM0001629,2026-08-28,C001629,5,0,4,0.0
CRM0001630,2026-08-28,C001630,31,5,11,0.1613
CRM0001631,2026-08-28,C001631,24,3,8,0.125
CRM0001632,2026-08-28,C001632,17,3,6,0.1765
CRM0001633,2026-08-28,C001633,30,7,12,0.2333
CRM0001634,2026-08-28,C001634,24,2,6,0.0833
CRM0001635,2026-08-28,C001635,17,6,5,0.3529
CRM0001636,2026-08-28,C001636,16,1,6,0.0625
CRM0001637,2026-08-28,C001637,28,6,9,0.2143
CRM0001638,2026-08-28,C001638,24,3,7,0.125
CRM0001639,2026-08-28,C001639,35,11,10,0.3143
CRM0001640,2026-08-28,C001640,10,2,3,0.2
CRM0001641,2026-08-28,C001641,40,10,13,0.25
CRM0001642,2026-08-28,C001642,24,2,7,0.0833
CRM0001643,2026-08-28,C001643,15,1,4,0.0667
CRM0001644,2026-08-28,C001644,10,1,3,0.1
CRM0001645,2026-08-28,C001645,38,11,9,0.2895
CRM0001646,2026-08-28,C001646,17,1,4,0.0588
CRM0001647,2026-08-28,C001647,30,3,10,0.1
CRM0001648,2026-08-28,C001648,36,1,11,0.0278
CRM0001649,2026-08-28,C001649,20,0,6,0.0
CRM0001650,2026-08-28,C001650,30,4,8,0.1333
CRM0001651,2026-08-28,C001651,17,1,7,0.0588
CRM0001652,2026-08-28,C001652,31,3,7,0.0968
CRM0001653,2026-08-28,C001653,35,4,10,0.1143
CRM0001654,2026-08-28,C001654,4,1,3,0.25
CRM0001655,2026-08-28,C001655,38,7,13,0.1842
CRM0001656,2026-08-28,C001656,21,3,7,0.1429
CRM0001657,2026-08-28,C001657,25,4,7,0.16
CRM0001658,2026-08-28,C001658,18,1,8,0.0556
CRM0001659,2026-08-28,C001659,21,2,7,0.0952
CRM0001660,2026-08-28,C001660,42,8,10,0.1905
CRM0001661,2026-08-28,C001661,15,1,10,0.0667
CRM0001662,2026-08-28,C001662,21,1,7,0.0476
CRM0001663,2026-08-28,C001663,38,6,9,0.1579
CRM0001664,2026-08-28,C001664,32,5,9,0.1562
CRM0001665,2026-08-28,C001665,19,2,7,0.1053
CRM0001666,2026-08-28,C001666,32,6,10,0.1875
CRM0001667,2026-08-28,C001667,35,5,12,0.1429
CRM0001668,2026-08-28,C001668,21,3,7,0.1429
CRM0001669,2026-08-28,C001669,31,1,8,0.0323
CRM0001670,2026-08-28,C001670,29,6,7,0.2069
CRM0001671,2026-08-28,C001671,24,4,10,0.1667
CRM0001672,2026-08-28,C001672,35,5,10,0.1429
CRM0001673,2026-08-28,C001673,15,1,8,0.0667
CRM0001674,2026-08-28,C001674,18,4,7,0.2222
CRM0001675,2026-08-28,C001675,10,3,5,0.3
CRM0001676,2026-08-28,C001676,41,4,12,0.0976
CRM0001677,2026-08-28,C001677,37,5,15,0.1351
CRM0001678,2026-08-28,C001678,23,4,6,0.1739
CRM0001679,2026-08-28,C001679,16,3,7,0.1875
CRM0001680,2026-08-28,C001680,33,6,7,0.1818
CRM0001681,2026-08-28,C001681,19,3,7,0.1579
CRM0001682,2026-08-28,C001682,33,2,7,0.0606
CRM0001683,2026-08-28,C001683,31,2,8,0.0645
CRM0001684,2026-08-28,C001684,27,10,8,0.3704
CRM0001685,2026-08-28,C001685,40,6,12,0.15
CRM0001686,2026-08-28,C001686,34,2,10,0.0588
CRM0001687,2026-08-28,C001687,25,6,9,0.24
CRM0001688,2026-08-28,C001688,27,3,10,0.1111
CRM0001689,2026-08-28,C001689,17,2,6,0.1176
CRM0001690,2026-08-28,C001690,8,2,4,0.25
CRM0001691,2026-08-28,C001691,20,2,8,0.1
CRM0001692,2026-08-28,C001692,50,5,14,0.1
CRM0001693,2026-08-28,C001693,26,5,8,0.1923
CRM0001694,2026-08-28,C001694,23,5,9,0.2174
CRM0001695,2026-08-28,C001695,30,3,7,0.1
CRM0001696,2026-08-28,C001696,24,4,7,0.1667
CRM0001697,2026-08-28,C001697,25,3,9,0.12
CRM0001698,2026-08-28,C001698,29,1,10,0.0345
CRM0001699,2026-08-28,C001699,27,5,9,0.1852
CRM0001700,2026-08-28,C001700,18,4,6,0.2222
CRM0001701,2026-08-28,C001701,28,4,9,0.1429
CRM0001702,2026-08-28,C001702,26,3,11,0.1154
CRM0001703,2026-08-28,C001703,18,2,7,0.1111
CRM0001704,2026-08-28,C001704,14,0,5,0.0
CRM0001705,2026-08-28,C001705,16,2,6,0.125
CRM0001706,2026-08-28,C001706,38,5,12,0.1316
CRM0001707,2026-08-28,C001707,26,7,8,0.2692
CRM0001708,2026-08-28,C001708,23,4,8,0.1739
CRM0001709,2026-08-28,C001709,26,5,7,0.1923
CRM0001710,2026-08-28,C001710,30,4,9,0.1333
CRM0001711,2026-08-28,C001711,23,2,7,0.087
CRM0001712,2026-08-28,C001712,23,3,7,0.1304
CRM0001713,2026-08-28,C001713,27,4,7,0.1481
CRM0001714,2026-08-28,C001714,32,5,9,0.1562
CRM0001715,2026-08-28,C001715,16,1,7,0.0625
CRM0001716,2026-08-28,C001716,7,2,2,0.2857
CRM0001717,2026-08-28,C001717,39,9,11,0.2308
CRM0001718,2026-08-28,C001718,13,0,4,0.0
CRM0001719,2026-08-28,C001719,9,2,4,0.2222
CRM0001720,2026-08-28,C001720,32,6,13,0.1875
CRM0001721,2026-08-28,C001721,33,7,9,0.2121
CRM0001722,2026-08-28,C001722,24,3,8,0.125
CRM0001723,2026-08-28,C001723,37,7,13,0.1892
CRM0001724,2026-08-28,C001724,36,4,13,0.1111
CRM0001725,2026-08-28,C001725,31,6,10,0.1935
CRM0001726,2026-08-28,C001726,27,4,8,0.1481
CRM0001727,2026-08-28,C001727,43,2,12,0.0465
CRM0001728,2026-08-28,C001728,20,2,9,0.1
CRM0001729,2026-08-28,C001729,27,2,7,0.0741
CRM0001730,2026-08-28,C001730,55,11,14,0.2
CRM0001731,2026-08-28,C001731,23,5,5,0.2174
CRM0001732,2026-08-28,C001732,15,1,7,0.0667
CRM0001733,2026-08-28,C001733,31,6,9,0.1935
CRM0001734,2026-08-28,C001734,13,2,5,0.1538
CRM0001735,2026-08-28,C001735,36,6,9,0.1667
CRM0001736,2026-08-28,C001736,37,7,12,0.1892
CRM0001737,2026-08-28,C001737,43,2,13,0.0465
CRM0001738,2026-08-28,C001738,25,4,8,0.16
CRM0001739,2026-08-28,C001739,37,2,10,0.0541
CRM0001740,2026-08-28,C001740,32,7,10,0.2188
CRM0001741,2026-08-28,C001741,5,1,2,0.2
CRM0001742,2026-08-28,C001742,26,5,8,0.1923
CRM0001743,2026-08-28,C001743,24,2,9,0.0833
CRM0001744,2026-08-28,C001744,40,7,10,0.175
CRM0001745,2026-08-28,C001745,36,5,12,0.1389
CRM0001746,2026-08-28,C001746,6,4,5,0.6667
CRM0001747,2026-08-28,C001747,33,8,9,0.2424
CRM0001748,2026-08-28,C001748,41,4,12,0.0976
CRM0001749,2026-08-28,C001749,23,2,8,0.087
CRM0001750,2026-08-28,C001750,22,1,7,0.0455
CRM0001751,2026-08-28,C001751,31,3,10,0.0968
CRM0001752,2026-08-28,C001752,23,1,7,0.0435
CRM0001753,2026-08-28,C001753,16,1,4,0.0625
CRM0001754,2026-08-28,C001754,43,4,10,0.093
CRM0001755,2026-08-28,C001755,38,4,10,0.1053
CRM0001756,2026-08-28,C001756,43,9,13,0.2093
CRM0001757,2026-08-28,C001757,20,3,9,0.15
CRM0001758,2026-08-28,C001758,28,5,6,0.1786
CRM0001759,2026-08-28,C001759,30,3,8,0.1
CRM0001760,2026-08-28,C001760,36,8,8,0.2222
CRM0001761,2026-08-28,C001761,27,2,9,0.0741
CRM0001762,2026-08-28,C001762,23,1,8,0.0435
CRM0001763,2026-08-28,C001763,21,0,6,0.0
CRM0001764,2026-08-28,C001764,28,1,9,0.0357
CRM0001765,2026-08-28,C001765,30,3,9,0.1
CRM0001766,2026-08-28,C001766,13,3,4,0.2308
CRM0001767,2026-08-28,C001767,19,3,5,0.1579
CRM0001768,2026-08-28,C001768,36,7,11,0.1944
CRM0001769,2026-08-28,C001769,32,3,12,0.0938
CRM0001770,2026-08-28,C001770,14,1,5,0.0714
CRM0001771,2026-08-28,C001771,40,0,11,0.0
CRM0001772,2026-08-28,C001772,37,8,8,0.2162
CRM0001773,2026-08-28,C001773,35,6,11,0.1714
CRM0001774,2026-08-28,C001774,46,5,14,0.1087
CRM0001775,2026-08-28,C001775,31,5,10,0.1613
CRM0001776,2026-08-28,C001776,17,2,4,0.1176
CRM0001777,2026-08-28,C001777,20,2,8,0.1
CRM0001778,2026-08-28,C001778,25,3,7,0.12
CRM0001779,2026-08-28,C001779,23,0,7,0.0
CRM0001780,2026-08-28,C001780,24,2,6,0.0833
CRM0001781,2026-08-28,C001781,24,1,6,0.0417
CRM0001782,2026-08-28,C001782,32,3,13,0.0938
CRM0001783,2026-08-28,C001783,20,2,6,0.1
CRM0001784,2026-08-28,C001784,36,7,10,0.1944
CRM0001785,2026-08-28,C001785,30,7,6,0.2333
CRM0001786,2026-08-28,C001786,19,2,5,0.1053
CRM0001787,2026-08-28,C001787,10,2,3,0.2
CRM0001788,2026-08-28,C001788,26,3,10,0.1154
CRM0001789,2026-08-28,C001789,41,5,11,0.122
CRM0001790,2026-08-28,C001790,25,3,9,0.12
CRM0001791,2026-08-28,C001791,51,13,16,0.2549
CRM0001792,2026-08-28,C001792,34,10,7,0.2941
CRM0001793,2026-08-28,C001793,38,2,13,0.0526
CRM0001794,2026-08-28,C001794,24,1,10,0.0417
CRM0001795,2026-08-28,C001795,38,1,11,0.0263
CRM0001796,2026-08-28,C001796,30,2,12,0.0667
CRM0001797,2026-08-28,C001797,18,2,5,0.1111
CRM0001798,2026-08-28,C001798,18,1,4,0.0556
CRM0001799,2026-08-28,C001799,36,2,11,0.0556
CRM0001800,2026-08-28,C001800,19,1,11,0.0526
