metric_id,metric_date,channel_id,new_users,activated_users,day1_retained_users,day7_retained_users,daily_active_users
GM00001548,2026-06-04,CH08,1,1,0,0,25
GM00001549,2026-06-04,CH09,3,2,2,0,10
GM00001550,2026-06-04,CH10,0,0,0,0,7
GM00001551,2026-06-05,CH01,12,11,7,6,56
GM00001552,2026-06-05,CH02,2,2,0,0,49
GM00001553,2026-06-05,CH03,6,4,2,1,57
GM00001554,2026-06-05,CH04,4,3,3,0,48
GM00001555,2026-06-05,CH05,5,5,3,2,45
GM00001556,2026-06-05,CH06,6,4,2,2,22
GM00001557,2026-06-05,CH07,1,1,0,1,39
GM00001558,2026-06-05,CH08,5,4,3,1,35
GM00001559,2026-06-05,CH09,2,1,1,0,7
GM00001560,2026-06-05,CH10,3,3,0,0,11
GM00001561,2026-06-06,CH01,9,8,3,4,63
GM00001562,2026-06-06,CH02,5,3,0,2,40
GM00001563,2026-06-06,CH03,9,7,2,1,57
GM00001564,2026-06-06,CH04,7,3,2,2,54
GM00001565,2026-06-06,CH05,8,8,4,3,47
GM00001566,2026-06-06,CH06,3,1,0,0,28
GM00001567,2026-06-06,CH07,5,3,3,1,62
GM00001568,2026-06-06,CH08,4,4,1,2,31
GM00001569,2026-06-06,CH09,0,0,0,0,10
GM00001570,2026-06-06,CH10,1,0,0,0,9
GM00001571,2026-06-07,CH01,11,8,3,6,62
GM00001572,2026-06-07,CH02,7,6,1,2,42
GM00001573,2026-06-07,CH03,10,6,2,1,66
GM00001574,2026-06-07,CH04,4,3,1,1,34
GM00001575,2026-06-07,CH05,1,1,0,0,50
GM00001576,2026-06-07,CH06,3,3,0,1,21
GM00001577,2026-06-07,CH07,9,9,3,1,57
GM00001578,2026-06-07,CH08,4,3,2,1,37
GM00001579,2026-06-07,CH09,3,1,1,0,13
GM00001580,2026-06-07,CH10,0,0,0,0,7
GM00001581,2026-06-08,CH01,9,7,3,4,75
GM00001582,2026-06-08,CH02,7,5,3,5,48
GM00001583,2026-06-08,CH03,6,3,0,1,62
GM00001584,2026-06-08,CH04,5,4,2,2,43
GM00001585,2026-06-08,CH05,4,3,1,0,46
GM00001586,2026-06-08,CH06,6,6,0,1,28
GM00001587,2026-06-08,CH07,5,4,3,4,49
GM00001588,2026-06-08,CH08,6,5,3,3,35
GM00001589,2026-06-08,CH09,1,0,1,1,9
GM00001590,2026-06-08,CH10,2,1,0,1,5
GM00001591,2026-06-09,CH01,3,1,2,1,70
GM00001592,2026-06-09,CH02,5,5,0,1,46
GM00001593,2026-06-09,CH03,6,4,0,1,63
GM00001594,2026-06-09,CH04,7,7,1,2,46
GM00001595,2026-06-09,CH05,3,3,2,1,42
GM00001596,2026-06-09,CH06,3,2,0,0,27
GM00001597,2026-06-09,CH07,5,4,2,3,44
GM00001598,2026-06-09,CH08,5,3,2,1,29
GM00001599,2026-06-09,CH09,2,1,1,0,12
GM00001600,2026-06-09,CH10,0,0,0,0,8
GM00001601,2026-06-10,CH01,13,12,5,2,66
GM00001602,2026-06-10,CH02,6,4,2,2,40
GM00001603,2026-06-10,CH03,6,5,0,0,61
GM00001604,2026-06-10,CH04,3,1,1,0,43
GM00001605,2026-06-10,CH05,7,5,5,2,50
GM00001606,2026-06-10,CH06,5,2,1,2,34
GM00001607,2026-06-10,CH07,8,6,4,3,57
GM00001608,2026-06-10,CH08,4,4,1,3,27
GM00001609,2026-06-10,CH09,2,2,0,1,15
GM00001610,2026-06-10,CH10,1,1,1,0,12
GM00001611,2026-06-11,CH01,5,2,4,1,89
GM00001612,2026-06-11,CH02,4,4,2,3,44
GM00001613,2026-06-11,CH03,8,5,2,2,54
GM00001614,2026-06-11,CH04,6,1,0,1,37
GM00001615,2026-06-11,CH05,8,4,7,1,47
GM00001616,2026-06-11,CH06,7,6,1,3,24
GM00001617,2026-06-11,CH07,6,5,2,3,57
GM00001618,2026-06-11,CH08,6,5,1,2,31
GM00001619,2026-06-11,CH09,2,2,0,0,13
GM00001620,2026-06-11,CH10,2,2,0,0,5
GM00001621,2026-06-12,CH01,8,5,4,3,82
GM00001622,2026-06-12,CH02,5,4,3,4,48
GM00001623,2026-06-12,CH03,8,4,1,2,61
GM00001624,2026-06-12,CH04,6,3,2,4,43
GM00001625,2026-06-12,CH05,5,4,1,0,57
GM00001626,2026-06-12,CH06,1,1,1,0,30
GM00001627,2026-06-12,CH07,6,6,5,1,52
GM00001628,2026-06-12,CH08,4,4,2,2,34
GM00001629,2026-06-12,CH09,0,0,0,0,13
GM00001630,2026-06-12,CH10,4,3,3,1,10
GM00001631,2026-06-13,CH01,14,10,4,6,68
GM00001632,2026-06-13,CH02,8,6,3,3,62
GM00001633,2026-06-13,CH03,14,9,3,1,48
GM00001634,2026-06-13,CH04,2,0,1,0,47
GM00001635,2026-06-13,CH05,7,6,4,2,52
GM00001636,2026-06-13,CH06,4,0,0,0,27
GM00001637,2026-06-13,CH07,6,6,5,2,67
GM00001638,2026-06-13,CH08,2,2,2,1,28
GM00001639,2026-06-13,CH09,3,1,0,1,10
GM00001640,2026-06-13,CH10,1,1,0,0,10
GM00001641,2026-06-14,CH01,8,7,4,3,86
GM00001642,2026-06-14,CH02,10,10,7,4,41
GM00001643,2026-06-14,CH03,3,3,1,1,52
GM00001644,2026-06-14,CH04,12,10,4,0,47
GM00001645,2026-06-14,CH05,2,2,0,1,56
GM00001646,2026-06-14,CH06,4,2,2,1,26
GM00001647,2026-06-14,CH07,9,8,4,4,54
GM00001648,2026-06-14,CH08,3,3,0,3,28
GM00001649,2026-06-14,CH09,1,1,0,1,10
GM00001650,2026-06-14,CH10,3,0,0,0,7
GM00001651,2026-06-15,CH01,8,8,2,3,93
GM00001652,2026-06-15,CH02,6,6,2,3,62
GM00001653,2026-06-15,CH03,7,6,3,4,73
GM00001654,2026-06-15,CH04,8,5,1,1,52
GM00001655,2026-06-15,CH05,9,8,4,4,59
GM00001656,2026-06-15,CH06,1,0,0,0,23
GM00001657,2026-06-15,CH07,8,8,4,2,55
GM00001658,2026-06-15,CH08,2,2,0,0,38
GM00001659,2026-06-15,CH09,4,2,2,2,16
GM00001660,2026-06-15,CH10,2,2,0,1,12
GM00001661,2026-06-16,CH01,6,6,3,3,88
GM00001662,2026-06-16,CH02,2,1,0,0,46
GM00001663,2026-06-16,CH03,9,6,0,3,83
GM00001664,2026-06-16,CH04,6,5,1,0,36
GM00001665,2026-06-16,CH05,6,4,3,3,48
GM00001666,2026-06-16,CH06,5,3,1,0,40
GM00001667,2026-06-16,CH07,7,4,1,1,56
GM00001668,2026-06-16,CH08,3,3,0,1,40
GM00001669,2026-06-16,CH09,1,1,0,0,14
GM00001670,2026-06-16,CH10,3,1,1,1,14
GM00001671,2026-06-17,CH01,7,4,2,3,78
GM00001672,2026-06-17,CH02,1,1,0,0,48
GM00001673,2026-06-17,CH03,6,5,2,0,76
GM00001674,2026-06-17,CH04,10,6,6,3,43
GM00001675,2026-06-17,CH05,7,4,0,0,57
GM00001676,2026-06-17,CH06,3,3,1,1,27
GM00001677,2026-06-17,CH07,9,9,3,5,36
GM00001678,2026-06-17,CH08,8,8,0,4,39
GM00001679,2026-06-17,CH09,2,2,1,0,16
GM00001680,2026-06-17,CH10,1,0,1,1,10
GM00001681,2026-06-18,CH01,4,3,1,1,79
GM00001682,2026-06-18,CH02,7,4,4,5,49
GM00001683,2026-06-18,CH03,9,5,1,2,72
GM00001684,2026-06-18,CH04,5,4,1,0,45
GM00001685,2026-06-18,CH05,3,2,0,2,60
GM00001686,2026-06-18,CH06,1,0,1,0,31
GM00001687,2026-06-18,CH07,7,6,1,4,56
GM00001688,2026-06-18,CH08,2,2,0,2,38
GM00001689,2026-06-18,CH09,4,2,0,0,16
GM00001690,2026-06-18,CH10,1,1,1,0,14
GM00001691,2026-06-19,CH01,3,3,1,0,77
GM00001692,2026-06-19,CH02,5,5,2,3,52
GM00001693,2026-06-19,CH03,6,5,3,3,51
GM00001694,2026-06-19,CH04,8,5,1,2,51
GM00001695,2026-06-19,CH05,5,4,3,2,62
GM00001696,2026-06-19,CH06,3,0,0,0,41
GM00001697,2026-06-19,CH07,6,4,5,0,48
GM00001698,2026-06-19,CH08,2,2,1,1,30
GM00001699,2026-06-19,CH09,3,3,0,0,5
GM00001700,2026-06-19,CH10,0,0,0,0,16
GM00001701,2026-06-20,CH01,7,6,2,3,78
GM00001702,2026-06-20,CH02,4,3,2,0,51
GM00001703,2026-06-20,CH03,12,8,5,1,72
GM00001704,2026-06-20,CH04,7,7,1,3,43
GM00001705,2026-06-20,CH05,5,3,2,3,57
GM00001706,2026-06-20,CH06,8,5,1,2,23
GM00001707,2026-06-20,CH07,3,3,2,1,58
GM00001708,2026-06-20,CH08,4,4,0,1,33
GM00001709,2026-06-20,CH09,1,1,0,0,15
GM00001710,2026-06-20,CH10,2,2,0,0,6
GM00001711,2026-06-21,CH01,5,4,2,1,78
GM00001712,2026-06-21,CH02,7,6,2,2,44
GM00001713,2026-06-21,CH03,14,10,3,3,75
GM00001714,2026-06-21,CH04,3,2,3,1,42
GM00001715,2026-06-21,CH05,7,4,3,1,55
GM00001716,2026-06-21,CH06,7,1,3,0,32
GM00001717,2026-06-21,CH07,4,3,1,2,54
GM00001718,2026-06-21,CH08,3,3,0,1,40
GM00001719,2026-06-21,CH09,3,1,0,0,18
GM00001720,2026-06-21,CH10,1,0,0,0,9
GM00001721,2026-06-22,CH01,9,8,0,4,77
GM00001722,2026-06-22,CH02,8,6,3,3,52
GM00001723,2026-06-22,CH03,9,5,1,4,80
GM00001724,2026-06-22,CH04,3,2,0,1,55
GM00001725,2026-06-22,CH05,6,5,3,2,54
GM00001726,2026-06-22,CH06,6,3,3,0,35
GM00001727,2026-06-22,CH07,6,6,3,3,55
GM00001728,2026-06-22,CH08,0,0,0,0,28
GM00001729,2026-06-22,CH09,5,3,1,1,18
GM00001730,2026-06-22,CH10,0,0,0,0,10
GM00001731,2026-06-23,CH01,4,3,3,2,72
GM00001732,2026-06-23,CH02,6,4,2,3,50
GM00001733,2026-06-23,CH03,9,5,3,1,71
GM00001734,2026-06-23,CH04,2,1,0,0,49
GM00001735,2026-06-23,CH05,9,9,3,2,54
GM00001736,2026-06-23,CH06,9,5,2,1,35
GM00001737,2026-06-23,CH07,7,7,2,3,62
GM00001738,2026-06-23,CH08,2,1,1,1,35
GM00001739,2026-06-23,CH09,4,2,2,1,12
GM00001740,2026-06-23,CH10,1,1,0,0,12
GM00001741,2026-06-24,CH01,5,5,2,0,80
GM00001742,2026-06-24,CH02,8,4,2,4,45
GM00001743,2026-06-24,CH03,8,8,2,1,68
GM00001744,2026-06-24,CH04,6,4,1,0,54
GM00001745,2026-06-24,CH05,7,6,2,2,73
GM00001746,2026-06-24,CH06,6,1,0,1,22
GM00001747,2026-06-24,CH07,9,8,4,3,58
GM00001748,2026-06-24,CH08,3,3,0,2,43
GM00001749,2026-06-24,CH09,1,0,0,0,13
GM00001750,2026-06-24,CH10,0,0,0,0,13
GM00001751,2026-06-25,CH01,10,9,5,7,85
GM00001752,2026-06-25,CH02,4,3,3,1,53
GM00001753,2026-06-25,CH03,7,5,3,0,83
GM00001754,2026-06-25,CH04,8,8,2,2,51
GM00001755,2026-06-25,CH05,8,7,2,1,69
GM00001756,2026-06-25,CH06,6,4,0,1,32
GM00001757,2026-06-25,CH07,6,5,2,2,61
GM00001758,2026-06-25,CH08,3,2,1,1,37
GM00001759,2026-06-25,CH09,4,3,1,1,23
GM00001760,2026-06-25,CH10,0,0,0,0,9
GM00001761,2026-06-26,CH01,7,5,3,1,82
GM00001762,2026-06-26,CH02,4,2,1,2,59
GM00001763,2026-06-26,CH03,6,3,3,2,81
GM00001764,2026-06-26,CH04,6,5,2,1,53
GM00001765,2026-06-26,CH05,5,5,3,1,54
GM00001766,2026-06-26,CH06,7,4,1,1,30
GM00001767,2026-06-26,CH07,7,6,1,1,81
GM00001768,2026-06-26,CH08,8,5,7,3,32
GM00001769,2026-06-26,CH09,1,0,0,1,13
GM00001770,2026-06-26,CH10,1,0,0,0,9
GM00001771,2026-06-27,CH01,7,7,5,1,87
GM00001772,2026-06-27,CH02,7,6,2,3,62
GM00001773,2026-06-27,CH03,5,4,2,0,78
GM00001774,2026-06-27,CH04,6,3,4,3,51
GM00001775,2026-06-27,CH05,6,5,3,1,63
GM00001776,2026-06-27,CH06,4,3,2,3,33
GM00001777,2026-06-27,CH07,6,6,2,1,60
GM00001778,2026-06-27,CH08,3,3,1,1,35
GM00001779,2026-06-27,CH09,1,1,0,0,21
GM00001780,2026-06-27,CH10,4,4,1,1,13
GM00001781,2026-06-28,CH01,9,9,3,5,101
GM00001782,2026-06-28,CH02,2,2,0,0,44
GM00001783,2026-06-28,CH03,10,8,1,3,67
GM00001784,2026-06-28,CH04,4,2,1,3,44
GM00001785,2026-06-28,CH05,6,6,4,1,43
GM00001786,2026-06-28,CH06,3,2,1,0,35
GM00001787,2026-06-28,CH07,12,10,2,5,63
GM00001788,2026-06-28,CH08,4,3,1,2,39
GM00001789,2026-06-28,CH09,1,0,0,0,18
GM00001790,2026-06-28,CH10,0,0,0,0,15
GM00001791,2026-06-29,CH01,9,7,4,2,82
GM00001792,2026-06-29,CH02,3,3,2,1,45
GM00001793,2026-06-29,CH03,8,7,2,4,77
GM00001794,2026-06-29,CH04,2,2,0,0,64
GM00001795,2026-06-29,CH05,3,1,1,2,67
GM00001796,2026-06-29,CH06,1,1,1,0,34
GM00001797,2026-06-29,CH07,4,3,2,2,66
GM00001798,2026-06-29,CH08,1,1,1,0,31
GM00001799,2026-06-29,CH09,3,2,1,2,17
GM00001800,2026-06-29,CH10,0,0,0,0,4
GM00001801,2026-06-30,CH01,9,7,4,2,83
GM00001802,2026-06-30,CH02,4,2,2,1,57
GM00001803,2026-06-30,CH03,9,8,3,3,74
GM00001804,2026-06-30,CH04,5,3,1,2,55
GM00001805,2026-06-30,CH05,7,4,2,3,58
GM00001806,2026-06-30,CH06,2,2,0,0,33
GM00001807,2026-06-30,CH07,6,5,5,2,67
GM00001808,2026-06-30,CH08,2,2,1,0,33
GM00001809,2026-06-30,CH09,3,2,2,0,16
GM00001810,2026-06-30,CH10,2,1,0,0,11
GM00001811,2026-07-01,CH01,4,2,3,1,85
GM00001812,2026-07-01,CH02,3,3,2,2,49
GM00001813,2026-07-01,CH03,8,6,3,3,91
GM00001814,2026-07-01,CH04,4,2,2,2,56
GM00001815,2026-07-01,CH05,8,7,3,1,63
GM00001816,2026-07-01,CH06,3,2,0,1,33
GM00001817,2026-07-01,CH07,4,3,3,2,73
GM00001818,2026-07-01,CH08,6,4,2,3,33
GM00001819,2026-07-01,CH09,2,1,1,1,21
GM00001820,2026-07-01,CH10,1,0,0,0,14
GM00001821,2026-07-02,CH01,10,6,3,5,85
GM00001822,2026-07-02,CH02,6,3,1,1,56
GM00001823,2026-07-02,CH03,9,5,1,3,85
GM00001824,2026-07-02,CH04,2,1,1,0,51
GM00001825,2026-07-02,CH05,6,5,2,1,64
GM00001826,2026-07-02,CH06,7,6,2,3,26
GM00001827,2026-07-02,CH07,4,4,1,2,53
GM00001828,2026-07-02,CH08,2,1,1,1,39
GM00001829,2026-07-02,CH09,2,1,0,0,16
GM00001830,2026-07-02,CH10,1,0,0,0,15
GM00001831,2026-07-03,CH01,6,3,2,2,79
GM00001832,2026-07-03,CH02,8,5,4,4,75
GM00001833,2026-07-03,CH03,4,4,2,0,82
GM00001834,2026-07-03,CH04,7,5,2,0,53
GM00001835,2026-07-03,CH05,10,8,3,6,56
GM00001836,2026-07-03,CH06,4,2,2,0,27
GM00001837,2026-07-03,CH07,9,9,4,3,63
GM00001838,2026-07-03,CH08,5,2,2,2,39
GM00001839,2026-07-03,CH09,0,0,0,0,10
GM00001840,2026-07-03,CH10,3,1,0,0,11
GM00001841,2026-07-04,CH01,9,8,5,3,80
GM00001842,2026-07-04,CH02,3,0,0,1,60
GM00001843,2026-07-04,CH03,13,10,5,1,81
GM00001844,2026-07-04,CH04,3,3,0,1,61
GM00001845,2026-07-04,CH05,5,5,2,1,55
GM00001846,2026-07-04,CH06,4,3,0,2,36
GM00001847,2026-07-04,CH07,3,3,1,1,54
GM00001848,2026-07-04,CH08,4,1,2,2,39
GM00001849,2026-07-04,CH09,2,2,0,1,19
GM00001850,2026-07-04,CH10,1,1,1,0,12
GM00001851,2026-07-05,CH01,11,10,4,4,90
GM00001852,2026-07-05,CH02,8,5,2,0,69
GM00001853,2026-07-05,CH03,9,4,2,3,89
GM00001854,2026-07-05,CH04,8,7,2,4,57
GM00001855,2026-07-05,CH05,5,4,0,3,76
GM00001856,2026-07-05,CH06,7,3,2,2,42
GM00001857,2026-07-05,CH07,4,3,2,0,70
GM00001858,2026-07-05,CH08,1,1,1,0,43
GM00001859,2026-07-05,CH09,0,0,0,0,17
GM00001860,2026-07-05,CH10,0,0,0,0,8
GM00001861,2026-07-06,CH01,6,5,3,3,88
GM00001862,2026-07-06,CH02,7,6,3,2,61
GM00001863,2026-07-06,CH03,6,4,1,0,80
GM00001864,2026-07-06,CH04,9,7,3,3,48
GM00001865,2026-07-06,CH05,7,7,4,3,55
GM00001866,2026-07-06,CH06,3,2,0,0,25
GM00001867,2026-07-06,CH07,4,4,1,2,59
GM00001868,2026-07-06,CH08,2,1,1,1,41
GM00001869,2026-07-06,CH09,4,1,0,1,21
GM00001870,2026-07-06,CH10,2,1,1,0,11
GM00001871,2026-07-07,CH01,4,2,1,1,93
GM00001872,2026-07-07,CH02,4,3,2,1,62
GM00001873,2026-07-07,CH03,5,3,2,2,73
GM00001874,2026-07-07,CH04,5,2,0,0,63
GM00001875,2026-07-07,CH05,6,5,3,3,80
GM00001876,2026-07-07,CH06,5,1,2,1,43
GM00001877,2026-07-07,CH07,6,4,4,1,69
GM00001878,2026-07-07,CH08,4,3,2,0,33
GM00001879,2026-07-07,CH09,3,3,1,1,15
GM00001880,2026-07-07,CH10,1,0,0,0,12
GM00001881,2026-07-08,CH01,6,5,2,2,89
GM00001882,2026-07-08,CH02,5,5,1,0,57
GM00001883,2026-07-08,CH03,6,3,0,1,100
GM00001884,2026-07-08,CH04,2,0,0,2,52
GM00001885,2026-07-08,CH05,4,4,0,2,65
GM00001886,2026-07-08,CH06,4,4,0,1,44
GM00001887,2026-07-08,CH07,6,4,3,3,79
GM00001888,2026-07-08,CH08,5,3,1,2,44
GM00001889,2026-07-08,CH09,4,3,2,0,16
GM00001890,2026-07-08,CH10,0,0,0,0,10
GM00001891,2026-07-09,CH01,7,5,3,1,96
GM00001892,2026-07-09,CH02,1,1,0,0,64
GM00001893,2026-07-09,CH03,10,8,2,1,77
GM00001894,2026-07-09,CH04,8,7,3,2,63
GM00001895,2026-07-09,CH05,3,3,1,1,54
GM00001896,2026-07-09,CH06,1,1,1,0,41
GM00001897,2026-07-09,CH07,4,4,1,2,62
GM00001898,2026-07-09,CH08,3,3,2,1,39
GM00001899,2026-07-09,CH09,2,1,0,1,17
GM00001900,2026-07-09,CH10,0,0,0,0,10
GM00001901,2026-07-10,CH01,18,13,6,5,104
GM00001902,2026-07-10,CH02,9,9,2,0,41
GM00001903,2026-07-10,CH03,9,4,0,3,71
GM00001904,2026-07-10,CH04,5,5,0,1,53
GM00001905,2026-07-10,CH05,1,0,0,0,57
GM00001906,2026-07-10,CH06,6,4,1,1,38
GM00001907,2026-07-10,CH07,6,6,3,2,54
GM00001908,2026-07-10,CH08,3,2,2,1,36
GM00001909,2026-07-10,CH09,4,3,0,1,16
GM00001910,2026-07-10,CH10,3,2,0,0,16
GM00001911,2026-07-11,CH01,7,4,2,2,88
GM00001912,2026-07-11,CH02,6,4,0,2,62
GM00001913,2026-07-11,CH03,6,5,2,0,83
GM00001914,2026-07-11,CH04,7,7,6,0,53
GM00001915,2026-07-11,CH05,10,4,3,5,75
GM00001916,2026-07-11,CH06,4,1,0,0,28
GM00001917,2026-07-11,CH07,7,7,2,1,72
GM00001918,2026-07-11,CH08,3,2,0,1,48
GM00001919,2026-07-11,CH09,4,3,0,2,18
GM00001920,2026-07-11,CH10,4,3,1,0,15
GM00001921,2026-07-12,CH01,15,14,8,4,97
GM00001922,2026-07-12,CH02,3,2,1,0,56
GM00001923,2026-07-12,CH03,13,10,1,3,90
GM00001924,2026-07-12,CH04,8,6,4,1,56
GM00001925,2026-07-12,CH05,6,5,2,2,68
GM00001926,2026-07-12,CH06,6,3,1,0,36
GM00001927,2026-07-12,CH07,5,5,3,2,70
GM00001928,2026-07-12,CH08,4,4,2,1,42
GM00001929,2026-07-12,CH09,3,1,1,0,20
GM00001930,2026-07-12,CH10,4,1,1,1,12
GM00001931,2026-07-13,CH01,6,6,2,3,129
GM00001932,2026-07-13,CH02,6,6,1,1,68
GM00001933,2026-07-13,CH03,20,15,5,6,93
GM00001934,2026-07-13,CH04,3,2,0,1,54
GM00001935,2026-07-13,CH05,8,6,2,4,76
GM00001936,2026-07-13,CH06,4,3,0,0,47
GM00001937,2026-07-13,CH07,4,3,1,1,63
GM00001938,2026-07-13,CH08,5,5,4,0,48
GM00001939,2026-07-13,CH09,2,2,2,1,23
GM00001940,2026-07-13,CH10,0,0,0,0,15
GM00001941,2026-07-14,CH01,5,4,1,2,108
GM00001942,2026-07-14,CH02,3,3,0,1,56
GM00001943,2026-07-14,CH03,9,8,2,2,85
GM00001944,2026-07-14,CH04,5,3,2,3,54
GM00001945,2026-07-14,CH05,9,7,0,2,75
GM00001946,2026-07-14,CH06,4,1,2,0,44
GM00001947,2026-07-14,CH07,8,8,1,2,60
GM00001948,2026-07-14,CH08,7,6,1,3,41
GM00001949,2026-07-14,CH09,2,1,1,0,22
GM00001950,2026-07-14,CH10,2,1,1,0,15
GM00001951,2026-07-15,CH01,8,7,3,2,99
GM00001952,2026-07-15,CH02,7,6,0,1,55
GM00001953,2026-07-15,CH03,10,7,2,0,97
GM00001954,2026-07-15,CH04,3,2,1,1,59
GM00001955,2026-07-15,CH05,8,5,1,2,79
GM00001956,2026-07-15,CH06,2,2,1,1,39
GM00001957,2026-07-15,CH07,6,6,1,3,76
GM00001958,2026-07-15,CH08,1,1,1,0,40
GM00001959,2026-07-15,CH09,1,0,1,1,15
GM00001960,2026-07-15,CH10,0,0,0,0,16
GM00001961,2026-07-16,CH01,5,5,2,3,109
GM00001962,2026-07-16,CH02,7,5,3,2,60
GM00001963,2026-07-16,CH03,7,3,1,0,78
GM00001964,2026-07-16,CH04,10,7,1,2,64
GM00001965,2026-07-16,CH05,5,5,1,1,75
GM00001966,2026-07-16,CH06,2,1,1,0,40
GM00001967,2026-07-16,CH07,4,3,2,3,63
GM00001968,2026-07-16,CH08,4,4,3,1,45
GM00001969,2026-07-16,CH09,0,0,0,0,27
GM00001970,2026-07-16,CH10,2,1,0,0,10
GM00001971,2026-07-17,CH01,9,8,2,4,97
GM00001972,2026-07-17,CH02,6,5,2,3,67
GM00001973,2026-07-17,CH03,3,3,1,1,86
GM00001974,2026-07-17,CH04,8,5,0,1,78
GM00001975,2026-07-17,CH05,3,3,0,1,78
GM00001976,2026-07-17,CH06,6,1,2,2,40
GM00001977,2026-07-17,CH07,5,5,3,2,75
GM00001978,2026-07-17,CH08,2,1,2,1,44
GM00001979,2026-07-17,CH09,0,0,0,0,16
GM00001980,2026-07-17,CH10,3,2,0,0,15
GM00001981,2026-07-18,CH01,8,6,5,2,98
GM00001982,2026-07-18,CH02,10,8,2,3,65
GM00001983,2026-07-18,CH03,11,7,2,3,95
GM00001984,2026-07-18,CH04,3,2,0,1,65
GM00001985,2026-07-18,CH05,5,5,2,2,59
GM00001986,2026-07-18,CH06,4,0,2,0,41
GM00001987,2026-07-18,CH07,5,5,4,2,83
GM00001988,2026-07-18,CH08,5,4,3,2,50
GM00001989,2026-07-18,CH09,0,0,0,0,21
GM00001990,2026-07-18,CH10,2,2,0,0,16
GM00001991,2026-07-19,CH01,12,11,5,6,105
GM00001992,2026-07-19,CH02,4,4,1,2,75
GM00001993,2026-07-19,CH03,7,6,0,2,87
GM00001994,2026-07-19,CH04,5,5,1,1,79
GM00001995,2026-07-19,CH05,5,4,3,2,71
GM00001996,2026-07-19,CH06,3,3,1,0,38
GM00001997,2026-07-19,CH07,5,4,1,3,76
GM00001998,2026-07-19,CH08,1,1,0,0,46
GM00001999,2026-07-19,CH09,5,3,2,2,18
GM00002000,2026-07-19,CH10,2,2,0,0,16
GM00002001,2026-07-20,CH01,5,5,2,2,84
GM00002002,2026-07-20,CH02,6,3,4,4,60
GM00002003,2026-07-20,CH03,13,10,3,5,100
GM00002004,2026-07-20,CH04,5,5,3,0,65
GM00002005,2026-07-20,CH05,9,6,1,1,77
GM00002006,2026-07-20,CH06,5,4,2,1,36
GM00002007,2026-07-20,CH07,3,2,2,1,73
GM00002008,2026-07-20,CH08,2,2,1,0,32
GM00002009,2026-07-20,CH09,3,2,0,1,33
GM00002010,2026-07-20,CH10,1,0,0,0,8
GM00002011,2026-07-21,CH01,7,5,2,2,122
GM00002012,2026-07-21,CH02,8,5,3,2,80
GM00002013,2026-07-21,CH03,7,4,2,1,113
GM00002014,2026-07-21,CH04,3,2,1,1,64
GM00002015,2026-07-21,CH05,8,8,0,2,89
GM00002016,2026-07-21,CH06,4,1,2,1,41
GM00002017,2026-07-21,CH07,9,8,3,3,73
GM00002018,2026-07-21,CH08,7,7,3,2,53
GM00002019,2026-07-21,CH09,2,1,0,0,26
GM00002020,2026-07-21,CH10,1,0,0,0,13
GM00002021,2026-07-22,CH01,7,6,3,2,102
GM00002022,2026-07-22,CH02,3,3,0,0,66
GM00002023,2026-07-22,CH03,4,2,1,1,105
GM00002024,2026-07-22,CH04,6,6,0,2,67
GM00002025,2026-07-22,CH05,3,2,0,2,78
GM00002026,2026-07-22,CH06,6,4,2,3,40
GM00002027,2026-07-22,CH07,4,4,1,2,86
GM00002028,2026-07-22,CH08,3,2,1,1,44
GM00002029,2026-07-22,CH09,4,1,1,1,24
GM00002030,2026-07-22,CH10,0,0,0,0,12
GM00002031,2026-07-23,CH01,6,5,3,3,106
GM00002032,2026-07-23,CH02,7,5,4,3,67
GM00002033,2026-07-23,CH03,5,4,0,0,109
GM00002034,2026-07-23,CH04,5,3,5,2,57
GM00002035,2026-07-23,CH05,12,8,6,3,79
GM00002036,2026-07-23,CH06,6,6,1,1,44
GM00002037,2026-07-23,CH07,5,5,3,1,80
GM00002038,2026-07-23,CH08,3,3,2,2,42
GM00002039,2026-07-23,CH09,2,1,0,0,26
GM00002040,2026-07-23,CH10,1,1,0,0,22
GM00002041,2026-07-24,CH01,5,4,3,1,124
GM00002042,2026-07-24,CH02,5,3,1,2,80
GM00002043,2026-07-24,CH03,7,4,2,1,106
GM00002044,2026-07-24,CH04,3,3,0,0,68
GM00002045,2026-07-24,CH05,6,5,1,2,77
GM00002046,2026-07-24,CH06,5,4,1,1,51
GM00002047,2026-07-24,CH07,9,9,4,3,95
GM00002048,2026-07-24,CH08,5,3,3,1,50
GM00002049,2026-07-24,CH09,3,0,0,1,25
GM00002050,2026-07-24,CH10,1,0,0,0,19
GM00002051,2026-07-25,CH01,7,7,3,3,113
GM00002052,2026-07-25,CH02,6,5,3,3,75
GM00002053,2026-07-25,CH03,6,4,0,2,88
GM00002054,2026-07-25,CH04,1,1,0,1,68
GM00002055,2026-07-25,CH05,7,7,2,2,97
GM00002056,2026-07-25,CH06,4,2,1,0,40
GM00002057,2026-07-25,CH07,4,4,0,1,79
GM00002058,2026-07-25,CH08,2,2,0,0,48
GM00002059,2026-07-25,CH09,2,2,0,0,34
GM00002060,2026-07-25,CH10,0,0,0,0,11
GM00002061,2026-07-26,CH01,5,3,3,4,113
GM00002062,2026-07-26,CH02,6,4,5,2,73
GM00002063,2026-07-26,CH03,4,2,1,1,111
