snapshot_id,user_id,snapshot_date,lifecycle_stage,active_days,days_since_last_active,engagement_score
LCS00008306,U0008306,2026-08-28,流失用户,2,144,0.1792
LCS00008307,U0008307,2026-08-28,流失用户,13,45,0.2143
LCS00008308,U0008308,2026-08-28,沉默用户,3,26,0.3683
LCS00008309,U0008309,2026-08-28,活跃用户,9,4,0.2332
LCS00008310,U0008310,2026-08-28,流失用户,11,33,0.3909
LCS00008311,U0008311,2026-08-28,沉默用户,11,10,0.3793
LCS00008312,U0008312,2026-08-28,沉默用户,5,27,0.2339
LCS00008313,U0008313,2026-08-28,沉默用户,3,14,0.2563
LCS00008314,U0008314,2026-08-28,活跃用户,4,7,0.2399
LCS00008315,U0008315,2026-08-28,沉默用户,6,16,0.6518
LCS00008316,U0008316,2026-08-28,活跃用户,13,4,0.3546
LCS00008317,U0008317,2026-08-28,沉默用户,6,9,0.1693
LCS00008318,U0008318,2026-08-28,活跃用户,12,3,0.3938
LCS00008319,U0008319,2026-08-28,活跃用户,9,4,0.382
LCS00008320,U0008320,2026-08-28,活跃用户,5,3,0.4925
LCS00008321,U0008321,2026-08-28,活跃用户,8,0,0.3874
LCS00008322,U0008322,2026-08-28,沉默用户,6,21,0.3242
LCS00008323,U0008323,2026-08-28,活跃用户,11,1,0.3024
LCS00008324,U0008324,2026-08-28,活跃用户,8,2,0.3178
LCS00008325,U0008325,2026-08-28,活跃用户,10,4,0.2727
LCS00008326,U0008326,2026-08-28,流失用户,2,50,0.1609
LCS00008327,U0008327,2026-08-28,活跃用户,17,5,0.6166
LCS00008328,U0008328,2026-08-28,流失用户,1,199,0.2764
LCS00008329,U0008329,2026-08-28,流失用户,2,169,0.1126
LCS00008330,U0008330,2026-08-28,活跃用户,6,2,0.299
LCS00008331,U0008331,2026-08-28,流失用户,3,135,0.116
LCS00008332,U0008332,2026-08-28,流失用户,9,48,0.05
LCS00008333,U0008333,2026-08-28,流失用户,1,181,0.3975
LCS00008334,U0008334,2026-08-28,沉默用户,13,9,0.1258
LCS00008335,U0008335,2026-08-28,新用户,2,1,0.1398
LCS00008336,U0008336,2026-08-28,流失用户,2,75,0.1968
LCS00008337,U0008337,2026-08-28,活跃用户,10,3,0.0627
LCS00008338,U0008338,2026-08-28,沉默用户,11,16,0.2512
LCS00008339,U0008339,2026-08-28,沉默用户,2,21,0.2617
LCS00008340,U0008340,2026-08-28,沉默用户,17,12,0.4227
LCS00008341,U0008341,2026-08-28,沉默用户,11,11,0.3662
LCS00008342,U0008342,2026-08-28,沉默用户,3,11,0.2014
LCS00008343,U0008343,2026-08-28,活跃用户,9,4,0.3406
LCS00008344,U0008344,2026-08-28,活跃用户,9,1,0.2046
LCS00008345,U0008345,2026-08-28,活跃用户,5,6,0.134
LCS00008346,U0008346,2026-08-28,沉默用户,8,21,0.2612
LCS00008347,U0008347,2026-08-28,活跃用户,6,7,0.1731
LCS00008348,U0008348,2026-08-28,活跃用户,8,6,0.5133
LCS00008349,U0008349,2026-08-28,新用户,0,0,0.4472
LCS00008350,U0008350,2026-08-28,活跃用户,4,3,0.4893
LCS00008351,U0008351,2026-08-28,活跃用户,7,4,0.2318
LCS00008352,U0008352,2026-08-28,流失用户,4,42,0.1174
LCS00008353,U0008353,2026-08-28,流失用户,0,134,0.4475
LCS00008354,U0008354,2026-08-28,流失用户,5,110,0.2287
LCS00008355,U0008355,2026-08-28,流失用户,1,50,0.1487
LCS00008356,U0008356,2026-08-28,沉默用户,5,14,0.2908
LCS00008357,U0008357,2026-08-28,流失用户,2,36,0.2269
LCS00008358,U0008358,2026-08-28,活跃用户,8,0,0.1466
LCS00008359,U0008359,2026-08-28,流失用户,5,69,0.3426
LCS00008360,U0008360,2026-08-28,沉默用户,2,14,0.5754
LCS00008361,U0008361,2026-08-28,活跃用户,3,3,0.4779
LCS00008362,U0008362,2026-08-28,流失用户,2,58,0.3817
LCS00008363,U0008363,2026-08-28,活跃用户,12,4,0.2941
LCS00008364,U0008364,2026-08-28,沉默用户,5,11,0.4407
LCS00008365,U0008365,2026-08-28,活跃用户,7,0,0.2043
LCS00008366,U0008366,2026-08-28,流失用户,7,90,0.1962
LCS00008367,U0008367,2026-08-28,流失用户,4,157,0.4009
LCS00008368,U0008368,2026-08-28,沉默用户,4,10,0.3395
LCS00008369,U0008369,2026-08-28,沉默用户,5,25,0.238
LCS00008370,U0008370,2026-08-28,活跃用户,2,4,0.1776
LCS00008371,U0008371,2026-08-28,流失用户,16,46,0.5165
LCS00008372,U0008372,2026-08-28,流失用户,5,77,0.1617
LCS00008373,U0008373,2026-08-28,活跃用户,11,6,0.1101
LCS00008374,U0008374,2026-08-28,活跃用户,9,6,0.3616
LCS00008375,U0008375,2026-08-28,流失用户,4,147,0.0843
LCS00008376,U0008376,2026-08-28,沉默用户,15,11,0.2372
LCS00008377,U0008377,2026-08-28,流失用户,4,67,0.4587
LCS00008378,U0008378,2026-08-28,流失用户,2,55,0.2727
LCS00008379,U0008379,2026-08-28,流失用户,2,68,0.1897
LCS00008380,U0008380,2026-08-28,活跃用户,14,1,0.2411
LCS00008381,U0008381,2026-08-28,流失用户,1,187,0.2991
LCS00008382,U0008382,2026-08-28,沉默用户,4,20,0.1441
LCS00008383,U0008383,2026-08-28,沉默用户,5,26,0.4371
LCS00008384,U0008384,2026-08-28,活跃用户,10,0,0.506
LCS00008385,U0008385,2026-08-28,活跃用户,9,1,0.4675
LCS00008386,U0008386,2026-08-28,新用户,2,0,0.2491
LCS00008387,U0008387,2026-08-28,沉默用户,14,12,0.0814
LCS00008388,U0008388,2026-08-28,流失用户,7,74,0.3961
LCS00008389,U0008389,2026-08-28,流失用户,6,37,0.5462
LCS00008390,U0008390,2026-08-28,流失用户,9,36,0.1268
LCS00008391,U0008391,2026-08-28,流失用户,2,54,0.204
LCS00008392,U0008392,2026-08-28,流失用户,2,58,0.3791
LCS00008393,U0008393,2026-08-28,沉默用户,10,14,0.1476
LCS00008394,U0008394,2026-08-28,活跃用户,11,6,0.219
LCS00008395,U0008395,2026-08-28,流失用户,4,47,0.3152
LCS00008396,U0008396,2026-08-28,沉默用户,6,10,0.1869
LCS00008397,U0008397,2026-08-28,活跃用户,1,5,0.1657
LCS00008398,U0008398,2026-08-28,流失用户,2,77,0.1687
LCS00008399,U0008399,2026-08-28,活跃用户,9,2,0.3033
LCS00008400,U0008400,2026-08-28,新用户,4,0,0.311
LCS00008401,U0008401,2026-08-28,流失用户,2,120,0.2824
LCS00008402,U0008402,2026-08-28,沉默用户,18,17,0.3785
LCS00008403,U0008403,2026-08-28,沉默用户,3,12,0.2428
LCS00008404,U0008404,2026-08-28,流失用户,3,48,0.312
LCS00008405,U0008405,2026-08-28,流失用户,5,86,0.3629
LCS00008406,U0008406,2026-08-28,活跃用户,11,1,0.3584
LCS00008407,U0008407,2026-08-28,流失用户,0,159,0.05
LCS00008408,U0008408,2026-08-28,沉默用户,5,14,0.2599
LCS00008409,U0008409,2026-08-28,沉默用户,12,17,0.332
LCS00008410,U0008410,2026-08-28,流失用户,2,39,0.2865
LCS00008411,U0008411,2026-08-28,流失用户,3,67,0.1541
LCS00008412,U0008412,2026-08-28,沉默用户,16,9,0.6249
LCS00008413,U0008413,2026-08-28,流失用户,0,76,0.1341
LCS00008414,U0008414,2026-08-28,活跃用户,11,0,0.3356
LCS00008415,U0008415,2026-08-28,流失用户,5,53,0.3544
LCS00008416,U0008416,2026-08-28,流失用户,2,52,0.367
LCS00008417,U0008417,2026-08-28,流失用户,2,101,0.3351
LCS00008418,U0008418,2026-08-28,流失用户,9,34,0.3681
LCS00008419,U0008419,2026-08-28,流失用户,4,56,0.2185
LCS00008420,U0008420,2026-08-28,活跃用户,5,0,0.1274
LCS00008421,U0008421,2026-08-28,活跃用户,3,0,0.2667
LCS00008422,U0008422,2026-08-28,活跃用户,4,2,0.221
LCS00008423,U0008423,2026-08-28,新用户,2,0,0.5064
LCS00008424,U0008424,2026-08-28,沉默用户,14,23,0.3275
LCS00008425,U0008425,2026-08-28,流失用户,2,42,0.2506
LCS00008426,U0008426,2026-08-28,活跃用户,7,0,0.1089
LCS00008427,U0008427,2026-08-28,沉默用户,17,11,0.4588
LCS00008428,U0008428,2026-08-28,沉默用户,2,14,0.1743
LCS00008429,U0008429,2026-08-28,流失用户,3,145,0.2539
LCS00008430,U0008430,2026-08-28,活跃用户,12,3,0.1545
LCS00008431,U0008431,2026-08-28,活跃用户,12,0,0.6134
LCS00008432,U0008432,2026-08-28,活跃用户,6,1,0.05
LCS00008433,U0008433,2026-08-28,沉默用户,6,16,0.3766
LCS00008434,U0008434,2026-08-28,流失用户,3,194,0.2851
LCS00008435,U0008435,2026-08-28,流失用户,9,33,0.1417
LCS00008436,U0008436,2026-08-28,活跃用户,9,1,0.3289
LCS00008437,U0008437,2026-08-28,活跃用户,8,7,0.2867
LCS00008438,U0008438,2026-08-28,流失用户,2,102,0.4378
LCS00008439,U0008439,2026-08-28,沉默用户,12,27,0.3067
LCS00008440,U0008440,2026-08-28,流失用户,6,50,0.2737
LCS00008441,U0008441,2026-08-28,活跃用户,15,2,0.3032
LCS00008442,U0008442,2026-08-28,流失用户,3,189,0.517
LCS00008443,U0008443,2026-08-28,活跃用户,9,1,0.4364
LCS00008444,U0008444,2026-08-28,流失用户,4,72,0.3707
LCS00008445,U0008445,2026-08-28,沉默用户,2,16,0.5461
LCS00008446,U0008446,2026-08-28,活跃用户,11,1,0.3513
LCS00008447,U0008447,2026-08-28,流失用户,0,48,0.1186
LCS00008448,U0008448,2026-08-28,沉默用户,14,10,0.3975
LCS00008449,U0008449,2026-08-28,沉默用户,8,9,0.0752
LCS00008450,U0008450,2026-08-28,沉默用户,7,20,0.2624
LCS00008451,U0008451,2026-08-28,沉默用户,12,15,0.2664
LCS00008452,U0008452,2026-08-28,活跃用户,2,1,0.1659
LCS00008453,U0008453,2026-08-28,沉默用户,8,10,0.1848
LCS00008454,U0008454,2026-08-28,流失用户,4,61,0.3659
LCS00008455,U0008455,2026-08-28,沉默用户,12,16,0.5657
LCS00008456,U0008456,2026-08-28,沉默用户,12,15,0.3383
LCS00008457,U0008457,2026-08-28,沉默用户,3,8,0.307
LCS00008458,U0008458,2026-08-28,沉默用户,3,9,0.2159
LCS00008459,U0008459,2026-08-28,沉默用户,10,18,0.1723
LCS00008460,U0008460,2026-08-28,活跃用户,10,2,0.3234
LCS00008461,U0008461,2026-08-28,流失用户,5,36,0.406
LCS00008462,U0008462,2026-08-28,流失用户,13,35,0.3003
LCS00008463,U0008463,2026-08-28,活跃用户,15,4,0.3107
LCS00008464,U0008464,2026-08-28,流失用户,4,133,0.2004
LCS00008465,U0008465,2026-08-28,活跃用户,14,5,0.4758
LCS00008466,U0008466,2026-08-28,沉默用户,4,10,0.3926
LCS00008467,U0008467,2026-08-28,沉默用户,9,22,0.2289
LCS00008468,U0008468,2026-08-28,沉默用户,1,30,0.2249
LCS00008469,U0008469,2026-08-28,活跃用户,8,1,0.1475
LCS00008470,U0008470,2026-08-28,活跃用户,8,2,0.4076
LCS00008471,U0008471,2026-08-28,沉默用户,14,24,0.1862
LCS00008472,U0008472,2026-08-28,流失用户,1,210,0.2343
LCS00008473,U0008473,2026-08-28,流失用户,3,35,0.1698
LCS00008474,U0008474,2026-08-28,活跃用户,4,5,0.3531
LCS00008475,U0008475,2026-08-28,沉默用户,1,25,0.2531
LCS00008476,U0008476,2026-08-28,活跃用户,6,1,0.3141
LCS00008477,U0008477,2026-08-28,沉默用户,1,28,0.2618
LCS00008478,U0008478,2026-08-28,活跃用户,10,4,0.1076
LCS00008479,U0008479,2026-08-28,活跃用户,3,0,0.2286
LCS00008480,U0008480,2026-08-28,活跃用户,9,5,0.3652
LCS00008481,U0008481,2026-08-28,流失用户,9,39,0.2679
LCS00008482,U0008482,2026-08-28,沉默用户,12,11,0.4833
LCS00008483,U0008483,2026-08-28,活跃用户,16,0,0.2704
LCS00008484,U0008484,2026-08-28,活跃用户,6,2,0.3489
LCS00008485,U0008485,2026-08-28,沉默用户,3,24,0.3062
LCS00008486,U0008486,2026-08-28,活跃用户,7,2,0.1179
LCS00008487,U0008487,2026-08-28,活跃用户,3,6,0.4499
LCS00008488,U0008488,2026-08-28,活跃用户,4,2,0.4768
LCS00008489,U0008489,2026-08-28,流失用户,2,34,0.3347
LCS00008490,U0008490,2026-08-28,沉默用户,3,17,0.5699
LCS00008491,U0008491,2026-08-28,活跃用户,11,2,0.4145
LCS00008492,U0008492,2026-08-28,流失用户,1,123,0.062
LCS00008493,U0008493,2026-08-28,沉默用户,7,9,0.4697
LCS00008494,U0008494,2026-08-28,沉默用户,2,11,0.2815
LCS00008495,U0008495,2026-08-28,活跃用户,13,1,0.3946
LCS00008496,U0008496,2026-08-28,沉默用户,10,23,0.2971
LCS00008497,U0008497,2026-08-28,沉默用户,13,11,0.4981
LCS00008498,U0008498,2026-08-28,流失用户,3,74,0.2997
LCS00008499,U0008499,2026-08-28,流失用户,13,31,0.2405
LCS00008500,U0008500,2026-08-28,沉默用户,4,13,0.3613
LCS00008501,U0008501,2026-08-28,沉默用户,11,9,0.3362
LCS00008502,U0008502,2026-08-28,活跃用户,7,7,0.05
LCS00008503,U0008503,2026-08-28,活跃用户,13,7,0.2838
LCS00008504,U0008504,2026-08-28,活跃用户,3,1,0.3065
LCS00008505,U0008505,2026-08-28,沉默用户,4,20,0.407
LCS00008506,U0008506,2026-08-28,沉默用户,3,13,0.4049
LCS00008507,U0008507,2026-08-28,沉默用户,5,8,0.1865
LCS00008508,U0008508,2026-08-28,流失用户,4,37,0.2885
LCS00008509,U0008509,2026-08-28,活跃用户,7,0,0.6173
LCS00008510,U0008510,2026-08-28,新用户,5,0,0.1243
LCS00008511,U0008511,2026-08-28,活跃用户,10,0,0.1073
LCS00008512,U0008512,2026-08-28,沉默用户,12,11,0.3033
LCS00008513,U0008513,2026-08-28,活跃用户,10,2,0.1687
LCS00008514,U0008514,2026-08-28,新用户,5,0,0.4952
LCS00008515,U0008515,2026-08-28,活跃用户,4,1,0.1664
LCS00008516,U0008516,2026-08-28,活跃用户,6,7,0.3264
LCS00008517,U0008517,2026-08-28,流失用户,6,59,0.3375
LCS00008518,U0008518,2026-08-28,流失用户,3,61,0.2621
LCS00008519,U0008519,2026-08-28,流失用户,11,37,0.356
LCS00008520,U0008520,2026-08-28,流失用户,6,83,0.2328
LCS00008521,U0008521,2026-08-28,沉默用户,10,9,0.3104
LCS00008522,U0008522,2026-08-28,新用户,1,0,0.2475
LCS00008523,U0008523,2026-08-28,活跃用户,8,3,0.05
LCS00008524,U0008524,2026-08-28,沉默用户,3,29,0.237
LCS00008525,U0008525,2026-08-28,沉默用户,4,17,0.3637
LCS00008526,U0008526,2026-08-28,活跃用户,2,4,0.299
LCS00008527,U0008527,2026-08-28,沉默用户,1,21,0.2095
LCS00008528,U0008528,2026-08-28,活跃用户,13,2,0.2572
LCS00008529,U0008529,2026-08-28,流失用户,5,163,0.4893
LCS00008530,U0008530,2026-08-28,活跃用户,3,3,0.0783
LCS00008531,U0008531,2026-08-28,沉默用户,14,9,0.4165
LCS00008532,U0008532,2026-08-28,流失用户,8,75,0.4691
LCS00008533,U0008533,2026-08-28,流失用户,4,71,0.3395
LCS00008534,U0008534,2026-08-28,流失用户,6,55,0.4792
LCS00008535,U0008535,2026-08-28,活跃用户,4,5,0.2608
LCS00008536,U0008536,2026-08-28,沉默用户,10,12,0.4485
LCS00008537,U0008537,2026-08-28,活跃用户,6,0,0.3072
LCS00008538,U0008538,2026-08-28,活跃用户,4,6,0.5251
LCS00008539,U0008539,2026-08-28,流失用户,2,40,0.1913
LCS00008540,U0008540,2026-08-28,流失用户,15,34,0.4157
LCS00008541,U0008541,2026-08-28,活跃用户,10,7,0.2765
LCS00008542,U0008542,2026-08-28,沉默用户,15,27,0.4657
LCS00008543,U0008543,2026-08-28,沉默用户,3,19,0.189
LCS00008544,U0008544,2026-08-28,活跃用户,9,3,0.1957
LCS00008545,U0008545,2026-08-28,活跃用户,16,1,0.2178
LCS00008546,U0008546,2026-08-28,活跃用户,7,5,0.2848
LCS00008547,U0008547,2026-08-28,流失用户,12,37,0.1991
LCS00008548,U0008548,2026-08-28,沉默用户,3,16,0.4288
LCS00008549,U0008549,2026-08-28,流失用户,2,47,0.0575
LCS00008550,U0008550,2026-08-28,活跃用户,6,4,0.1984
LCS00008551,U0008551,2026-08-28,沉默用户,2,13,0.2225
LCS00008552,U0008552,2026-08-28,活跃用户,12,0,0.7109
LCS00008553,U0008553,2026-08-28,沉默用户,12,9,0.4787
LCS00008554,U0008554,2026-08-28,活跃用户,7,3,0.6125
LCS00008555,U0008555,2026-08-28,沉默用户,7,25,0.1563
LCS00008556,U0008556,2026-08-28,活跃用户,8,7,0.2424
LCS00008557,U0008557,2026-08-28,活跃用户,7,5,0.2982
LCS00008558,U0008558,2026-08-28,活跃用户,15,0,0.4949
LCS00008559,U0008559,2026-08-28,沉默用户,14,10,0.4028
LCS00008560,U0008560,2026-08-28,流失用户,7,37,0.6305
LCS00008561,U0008561,2026-08-28,沉默用户,15,11,0.3244
LCS00008562,U0008562,2026-08-28,活跃用户,14,3,0.294
LCS00008563,U0008563,2026-08-28,流失用户,4,35,0.3436
LCS00008564,U0008564,2026-08-28,活跃用户,8,5,0.3588
LCS00008565,U0008565,2026-08-28,流失用户,7,59,0.4604
LCS00008566,U0008566,2026-08-28,流失用户,5,52,0.1514
LCS00008567,U0008567,2026-08-28,流失用户,9,36,0.2804
LCS00008568,U0008568,2026-08-28,流失用户,4,61,0.2872
LCS00008569,U0008569,2026-08-28,新用户,3,1,0.5679
LCS00008570,U0008570,2026-08-28,沉默用户,14,24,0.2277
LCS00008571,U0008571,2026-08-28,沉默用户,14,20,0.2395
LCS00008572,U0008572,2026-08-28,沉默用户,16,9,0.2996
LCS00008573,U0008573,2026-08-28,活跃用户,14,5,0.2839
LCS00008574,U0008574,2026-08-28,活跃用户,7,1,0.1162
LCS00008575,U0008575,2026-08-28,活跃用户,11,0,0.4012
LCS00008576,U0008576,2026-08-28,活跃用户,16,1,0.2122
LCS00008577,U0008577,2026-08-28,流失用户,10,33,0.4008
LCS00008578,U0008578,2026-08-28,活跃用户,8,0,0.2712
LCS00008579,U0008579,2026-08-28,活跃用户,9,4,0.4538
LCS00008580,U0008580,2026-08-28,活跃用户,6,4,0.2106
LCS00008581,U0008581,2026-08-28,活跃用户,12,3,0.2436
LCS00008582,U0008582,2026-08-28,活跃用户,6,2,0.5476
LCS00008583,U0008583,2026-08-28,沉默用户,2,21,0.05
LCS00008584,U0008584,2026-08-28,流失用户,1,39,0.4416
LCS00008585,U0008585,2026-08-28,沉默用户,13,16,0.05
LCS00008586,U0008586,2026-08-28,沉默用户,12,10,0.6362
LCS00008587,U0008587,2026-08-28,活跃用户,17,1,0.3676
LCS00008588,U0008588,2026-08-28,活跃用户,4,0,0.4497
LCS00008589,U0008589,2026-08-28,活跃用户,12,0,0.286
LCS00008590,U0008590,2026-08-28,流失用户,14,37,0.3102
LCS00008591,U0008591,2026-08-28,新用户,0,0,0.2333
LCS00008592,U0008592,2026-08-28,流失用户,13,37,0.6856
LCS00008593,U0008593,2026-08-28,沉默用户,4,9,0.3353
LCS00008594,U0008594,2026-08-28,流失用户,6,63,0.2872
LCS00008595,U0008595,2026-08-28,沉默用户,3,12,0.31
LCS00008596,U0008596,2026-08-28,流失用户,0,184,0.1791
LCS00008597,U0008597,2026-08-28,流失用户,4,81,0.5551
LCS00008598,U0008598,2026-08-28,沉默用户,8,15,0.4616
LCS00008599,U0008599,2026-08-28,活跃用户,8,0,0.5067
LCS00008600,U0008600,2026-08-28,活跃用户,15,2,0.5357
LCS00008601,U0008601,2026-08-28,活跃用户,5,3,0.3496
LCS00008602,U0008602,2026-08-28,沉默用户,7,8,0.0795
LCS00008603,U0008603,2026-08-28,活跃用户,11,1,0.4322
LCS00008604,U0008604,2026-08-28,活跃用户,12,2,0.4984
LCS00008605,U0008605,2026-08-28,流失用户,2,72,0.1529
LCS00008606,U0008606,2026-08-28,活跃用户,3,1,0.3619
LCS00008607,U0008607,2026-08-28,流失用户,3,101,0.2585
LCS00008608,U0008608,2026-08-28,流失用户,1,147,0.282
LCS00008609,U0008609,2026-08-28,活跃用户,13,1,0.203
LCS00008610,U0008610,2026-08-28,流失用户,2,141,0.1253
LCS00008611,U0008611,2026-08-28,活跃用户,3,2,0.2657
LCS00008612,U0008612,2026-08-28,沉默用户,7,25,0.3903
LCS00008613,U0008613,2026-08-28,沉默用户,7,9,0.2818
LCS00008614,U0008614,2026-08-28,活跃用户,7,0,0.1484
LCS00008615,U0008615,2026-08-28,流失用户,2,95,0.23
LCS00008616,U0008616,2026-08-28,沉默用户,14,20,0.4029
LCS00008617,U0008617,2026-08-28,流失用户,1,126,0.2904
LCS00008618,U0008618,2026-08-28,流失用户,2,90,0.3075
LCS00008619,U0008619,2026-08-28,新用户,3,1,0.4046
LCS00008620,U0008620,2026-08-28,活跃用户,12,0,0.4721
LCS00008621,U0008621,2026-08-28,流失用户,5,70,0.5161
LCS00008622,U0008622,2026-08-28,活跃用户,7,0,0.4283
LCS00008623,U0008623,2026-08-28,流失用户,4,98,0.565
LCS00008624,U0008624,2026-08-28,活跃用户,8,1,0.6081
LCS00008625,U0008625,2026-08-28,流失用户,2,50,0.1494
LCS00008626,U0008626,2026-08-28,活跃用户,7,2,0.1031
LCS00008627,U0008627,2026-08-28,流失用户,2,164,0.5326
LCS00008628,U0008628,2026-08-28,活跃用户,13,4,0.1443
LCS00008629,U0008629,2026-08-28,沉默用户,5,18,0.5592
LCS00008630,U0008630,2026-08-28,流失用户,2,68,0.356
LCS00008631,U0008631,2026-08-28,沉默用户,6,8,0.1224
LCS00008632,U0008632,2026-08-28,流失用户,0,146,0.05
LCS00008633,U0008633,2026-08-28,新用户,4,0,0.368
LCS00008634,U0008634,2026-08-28,流失用户,5,95,0.2279
LCS00008635,U0008635,2026-08-28,流失用户,2,193,0.3333
LCS00008636,U0008636,2026-08-28,沉默用户,4,24,0.164
LCS00008637,U0008637,2026-08-28,沉默用户,1,30,0.1812
LCS00008638,U0008638,2026-08-28,沉默用户,6,18,0.425
LCS00008639,U0008639,2026-08-28,沉默用户,2,10,0.3
LCS00008640,U0008640,2026-08-28,活跃用户,3,4,0.2916
LCS00008641,U0008641,2026-08-28,沉默用户,9,20,0.1953
LCS00008642,U0008642,2026-08-28,活跃用户,10,5,0.3581
LCS00008643,U0008643,2026-08-28,沉默用户,5,12,0.05
LCS00008644,U0008644,2026-08-28,沉默用户,12,10,0.231
LCS00008645,U0008645,2026-08-28,流失用户,2,203,0.3458
LCS00008646,U0008646,2026-08-28,活跃用户,3,2,0.2429
LCS00008647,U0008647,2026-08-28,流失用户,9,32,0.2358
LCS00008648,U0008648,2026-08-28,沉默用户,7,15,0.4792
LCS00008649,U0008649,2026-08-28,流失用户,10,42,0.1483
LCS00008650,U0008650,2026-08-28,活跃用户,9,3,0.1699
LCS00008651,U0008651,2026-08-28,活跃用户,6,0,0.1283
LCS00008652,U0008652,2026-08-28,活跃用户,6,5,0.3046
LCS00008653,U0008653,2026-08-28,沉默用户,15,11,0.5097
LCS00008654,U0008654,2026-08-28,活跃用户,8,7,0.456
LCS00008655,U0008655,2026-08-28,流失用户,2,44,0.2489
LCS00008656,U0008656,2026-08-28,流失用户,0,236,0.3158
LCS00008657,U0008657,2026-08-28,活跃用户,12,0,0.2797
LCS00008658,U0008658,2026-08-28,沉默用户,5,18,0.42
LCS00008659,U0008659,2026-08-28,活跃用户,5,1,0.2343
LCS00008660,U0008660,2026-08-28,活跃用户,5,1,0.5473
LCS00008661,U0008661,2026-08-28,沉默用户,7,18,0.451
LCS00008662,U0008662,2026-08-28,沉默用户,1,29,0.1681
LCS00008663,U0008663,2026-08-28,活跃用户,11,0,0.2011
LCS00008664,U0008664,2026-08-28,流失用户,7,32,0.5304
LCS00008665,U0008665,2026-08-28,活跃用户,4,3,0.6058
LCS00008666,U0008666,2026-08-28,流失用户,11,41,0.2964
LCS00008667,U0008667,2026-08-28,流失用户,1,169,0.3888
LCS00008668,U0008668,2026-08-28,活跃用户,13,4,0.4197
LCS00008669,U0008669,2026-08-28,沉默用户,9,12,0.2675
LCS00008670,U0008670,2026-08-28,活跃用户,15,7,0.4658
LCS00008671,U0008671,2026-08-28,沉默用户,4,16,0.2526
LCS00008672,U0008672,2026-08-28,沉默用户,1,20,0.3038
LCS00008673,U0008673,2026-08-28,沉默用户,3,18,0.2915
LCS00008674,U0008674,2026-08-28,流失用户,1,38,0.1121
LCS00008675,U0008675,2026-08-28,活跃用户,10,5,0.396
LCS00008676,U0008676,2026-08-28,沉默用户,6,12,0.2592
LCS00008677,U0008677,2026-08-28,沉默用户,14,16,0.4424
LCS00008678,U0008678,2026-08-28,沉默用户,1,24,0.2707
LCS00008679,U0008679,2026-08-28,活跃用户,5,6,0.4616
LCS00008680,U0008680,2026-08-28,活跃用户,11,4,0.3224
LCS00008681,U0008681,2026-08-28,流失用户,10,72,0.4234
LCS00008682,U0008682,2026-08-28,活跃用户,11,0,0.4213
LCS00008683,U0008683,2026-08-28,沉默用户,13,28,0.169
LCS00008684,U0008684,2026-08-28,活跃用户,8,0,0.493
LCS00008685,U0008685,2026-08-28,流失用户,6,80,0.1807
LCS00008686,U0008686,2026-08-28,沉默用户,4,15,0.1505
LCS00008687,U0008687,2026-08-28,活跃用户,6,1,0.4531
LCS00008688,U0008688,2026-08-28,活跃用户,11,3,0.2199
LCS00008689,U0008689,2026-08-28,活跃用户,5,1,0.4442
LCS00008690,U0008690,2026-08-28,沉默用户,11,18,0.3978
LCS00008691,U0008691,2026-08-28,流失用户,16,62,0.3387
LCS00008692,U0008692,2026-08-28,活跃用户,10,4,0.2017
LCS00008693,U0008693,2026-08-28,活跃用户,15,1,0.1675
LCS00008694,U0008694,2026-08-28,流失用户,8,53,0.222
LCS00008695,U0008695,2026-08-28,流失用户,2,35,0.0791
LCS00008696,U0008696,2026-08-28,活跃用户,8,0,0.1892
LCS00008697,U0008697,2026-08-28,活跃用户,15,3,0.1668
LCS00008698,U0008698,2026-08-28,活跃用户,13,3,0.1337
LCS00008699,U0008699,2026-08-28,活跃用户,14,5,0.3291
LCS00008700,U0008700,2026-08-28,流失用户,2,36,0.2856
LCS00008701,U0008701,2026-08-28,流失用户,5,45,0.3965
LCS00008702,U0008702,2026-08-28,流失用户,8,33,0.1982
LCS00008703,U0008703,2026-08-28,活跃用户,6,3,0.5843
LCS00008704,U0008704,2026-08-28,活跃用户,13,1,0.3712
LCS00008705,U0008705,2026-08-28,沉默用户,3,19,0.218
LCS00008706,U0008706,2026-08-28,流失用户,6,48,0.366
LCS00008707,U0008707,2026-08-28,流失用户,0,189,0.0941
LCS00008708,U0008708,2026-08-28,沉默用户,4,8,0.3966
LCS00008709,U0008709,2026-08-28,新用户,1,0,0.453
LCS00008710,U0008710,2026-08-28,沉默用户,7,9,0.0993
LCS00008711,U0008711,2026-08-28,活跃用户,5,1,0.1651
LCS00008712,U0008712,2026-08-28,流失用户,0,65,0.05
LCS00008713,U0008713,2026-08-28,流失用户,4,147,0.3802
LCS00008714,U0008714,2026-08-28,活跃用户,12,3,0.4304
LCS00008715,U0008715,2026-08-28,沉默用户,7,16,0.2111
LCS00008716,U0008716,2026-08-28,流失用户,2,192,0.1345
LCS00008717,U0008717,2026-08-28,流失用户,14,55,0.2153
LCS00008718,U0008718,2026-08-28,活跃用户,14,6,0.1832
LCS00008719,U0008719,2026-08-28,活跃用户,4,2,0.3773
LCS00008720,U0008720,2026-08-28,沉默用户,11,18,0.3685
LCS00008721,U0008721,2026-08-28,沉默用户,10,9,0.2916
