content_metric_id,metric_date,content_id,impressions,play_count,watch_seconds,interaction_count,play_rate,completion_rate
CM00007026,2026-04-16,V00002415,11,3,157,0,0.2727,0.382
CM00007027,2026-03-28,V00010157,16,1,9,0,0.0625,0.6
CM00007028,2026-07-26,V00004080,3,1,2,0,0.3333,0.0282
CM00007029,2026-05-08,V00006122,9,0,0,0,0.0,0.0
CM00007030,2026-08-10,V00001900,10,4,213,2,0.4,0.8589
CM00007031,2026-08-28,V00001039,13,3,218,0,0.2308,0.5956
CM00007032,2026-08-09,V00001373,11,7,186,0,0.6364,0.5013
CM00007033,2026-03-20,V00003785,11,7,689,2,0.6364,0.7938
CM00007034,2026-07-08,V00009441,12,5,453,3,0.4167,0.9956
CM00007035,2026-08-06,V00002075,6,1,3,0,0.1667,0.0283
CM00007036,2026-03-08,V00013188,5,1,78,0,0.2,0.5735
CM00007037,2026-06-13,V00012536,13,7,849,0,0.5385,0.7177
CM00007038,2026-02-28,V00002324,11,4,76,1,0.3636,0.4872
CM00007039,2026-08-19,V00007901,8,1,49,0,0.125,0.2882
CM00007040,2026-03-04,V00010771,6,2,124,0,0.3333,0.4161
CM00007041,2026-07-02,V00012535,8,4,64,0,0.5,0.3077
CM00007042,2026-08-26,V00010434,13,5,118,0,0.3846,0.6941
CM00007043,2026-03-28,V00013075,10,4,56,0,0.4,0.5185
CM00007044,2026-08-12,V00009326,3,1,15,1,0.3333,0.2632
CM00007045,2026-08-15,V00002434,10,3,370,0,0.3,0.7008
CM00007046,2026-03-02,V00004093,9,2,172,0,0.2222,0.7748
CM00007047,2026-03-27,V00006011,12,3,211,1,0.25,0.7177
CM00007048,2026-06-21,V00010780,14,8,560,2,0.5714,0.6796
CM00007049,2026-07-26,V00010884,12,7,577,2,0.5833,0.8326
CM00007050,2026-05-14,V00000809,9,2,165,0,0.2222,0.5464
CM00007051,2026-03-19,V00014715,14,4,46,0,0.2857,0.3194
CM00007052,2026-07-08,V00002985,10,5,369,1,0.5,0.6833
CM00007053,2026-08-20,V00012341,7,3,283,0,0.4286,0.6086
CM00007054,2026-05-18,V00013565,8,3,276,0,0.375,0.6479
CM00007055,2026-04-06,V00009495,6,3,10,0,0.5,0.2381
CM00007056,2026-05-05,V00004461,10,2,73,0,0.2,0.4867
CM00007057,2026-08-03,V00007848,7,3,225,0,0.4286,0.8152
CM00007058,2026-01-06,V00005977,9,2,91,1,0.2222,0.484
CM00007059,2026-04-25,V00005093,11,3,105,2,0.2727,0.3302
CM00007060,2026-04-14,V00010795,8,4,145,0,0.5,0.3266
CM00007061,2026-07-11,V00011578,8,2,127,0,0.25,0.5619
CM00007062,2026-05-12,V00005445,6,2,58,0,0.3333,0.4462
CM00007063,2026-07-14,V00003978,11,3,82,1,0.2727,0.6833
CM00007064,2026-05-17,V00008032,8,4,198,2,0.5,0.9
CM00007065,2026-02-12,V00013844,10,1,5,0,0.1,0.3125
CM00007066,2026-08-19,V00007887,9,4,295,0,0.4444,0.9105
CM00007067,2026-05-16,V00006106,7,1,19,0,0.1429,0.3333
CM00007068,2026-07-21,V00010205,9,4,244,0,0.4444,0.7439
CM00007069,2026-08-18,V00004691,8,4,107,0,0.5,0.4864
CM00007070,2026-02-23,V00003459,9,3,240,0,0.3333,0.452
CM00007071,2026-04-29,V00009867,6,0,0,0,0.0,0.0
CM00007072,2026-05-08,V00001205,9,2,272,0,0.2222,0.7727
CM00007073,2026-04-29,V00005020,13,4,161,1,0.3077,0.3246
CM00007074,2026-02-14,V00006794,7,4,125,0,0.5714,0.4529
CM00007075,2026-08-02,V00005312,7,2,28,0,0.2857,0.7778
CM00007076,2026-02-06,V00009862,13,2,7,0,0.1538,0.175
CM00007077,2026-05-17,V00006282,10,4,460,0,0.4,0.6609
CM00007078,2026-08-26,V00004164,6,1,32,0,0.1667,0.2645
CM00007079,2026-05-22,V00002778,11,2,68,1,0.1818,0.2237
CM00007080,2026-05-13,V00008626,9,4,296,0,0.4444,0.6116
CM00007081,2026-04-26,V00010525,11,5,271,1,0.4545,0.8212
CM00007082,2026-06-20,V00014290,11,1,98,0,0.0909,0.8235
CM00007083,2026-08-19,V00014302,8,2,11,0,0.25,0.3235
CM00007084,2026-06-08,V00011304,14,8,708,3,0.5714,0.7024
CM00007085,2026-04-15,V00007614,8,4,273,1,0.5,0.8864
CM00007086,2026-04-21,V00009548,12,6,244,2,0.5,0.5351
CM00007087,2026-07-15,V00008453,10,3,139,1,0.3,0.5388
CM00007088,2026-08-08,V00008143,9,3,141,0,0.3333,0.6812
CM00007089,2026-07-18,V00003039,14,6,519,1,0.4286,0.5373
CM00007090,2026-03-16,V00002609,5,2,93,0,0.4,0.5471
CM00007091,2026-07-22,V00004444,10,1,17,0,0.1,0.4146
CM00007092,2026-08-04,V00000808,10,2,58,0,0.2,0.7632
CM00007093,2026-01-11,V00000602,16,4,137,0,0.25,0.6587
CM00007094,2026-08-27,V00003004,10,3,41,0,0.3,0.4556
CM00007095,2026-04-30,V00003239,9,5,82,0,0.5556,0.82
CM00007096,2026-08-25,V00009402,6,1,43,0,0.1667,1.0
CM00007097,2026-08-03,V00013961,7,2,165,0,0.2857,0.6762
CM00007098,2026-08-04,V00009007,13,10,123,1,0.7692,0.5125
CM00007099,2026-08-27,V00012875,14,7,445,1,0.5,0.5086
CM00007100,2026-05-20,V00010033,9,5,298,3,0.5556,0.693
CM00007101,2026-02-14,V00001150,6,1,119,0,0.1667,0.8686
CM00007102,2026-01-31,V00002126,11,7,130,0,0.6364,0.5628
CM00007103,2026-03-10,V00000343,6,3,88,0,0.5,0.2424
CM00007104,2026-04-20,V00010391,9,1,99,0,0.1111,0.7071
CM00007105,2026-08-17,V00013469,10,2,114,0,0.2,0.7308
CM00007106,2026-01-22,V00006562,6,2,108,0,0.3333,0.4615
CM00007107,2026-01-14,V00006084,6,1,55,0,0.1667,0.7639
CM00007108,2026-03-07,V00013216,6,3,136,0,0.5,0.6766
CM00007109,2026-03-18,V00009935,8,4,355,1,0.5,0.8142
CM00007110,2026-08-22,V00000559,9,2,85,0,0.2222,0.5183
CM00007111,2026-04-25,V00006587,10,6,85,0,0.6,0.5667
CM00007112,2026-06-14,V00001163,12,7,187,1,0.5833,0.371
CM00007113,2026-06-29,V00002691,9,5,292,0,0.5556,0.6348
CM00007114,2026-08-05,V00006190,6,3,387,1,0.5,0.7544
CM00007115,2026-07-01,V00000968,6,3,61,0,0.5,0.5351
CM00007116,2026-05-13,V00011481,8,3,298,0,0.375,0.5644
CM00007117,2026-06-02,V00003240,7,2,184,1,0.2857,0.9583
CM00007118,2026-01-21,V00006886,7,0,0,0,0.0,0.0
CM00007119,2026-04-27,V00011499,7,3,276,1,0.4286,0.575
CM00007120,2026-06-22,V00002922,10,2,237,0,0.2,0.7796
CM00007121,2026-06-22,V00013327,11,4,438,1,0.3636,0.711
CM00007122,2026-07-05,V00006446,11,4,75,0,0.3636,0.3472
CM00007123,2026-05-05,V00004037,8,1,92,1,0.125,0.9293
CM00007124,2026-05-12,V00007691,8,3,118,1,0.375,0.7564
CM00007125,2026-03-15,V00006003,16,4,597,0,0.25,0.8292
CM00007126,2026-06-17,V00009897,12,2,43,0,0.1667,0.5244
CM00007127,2026-08-19,V00006828,12,3,38,0,0.25,0.4524
CM00007128,2026-07-30,V00002698,8,3,48,0,0.375,0.64
CM00007129,2026-07-17,V00013919,11,5,64,0,0.4545,0.5818
CM00007130,2026-03-27,V00002592,5,3,281,1,0.6,0.7678
CM00007131,2026-03-11,V00005860,13,4,129,1,0.3077,0.556
CM00007132,2026-02-13,V00000960,9,0,0,0,0.0,0.0
CM00007133,2026-01-27,V00001046,10,2,40,0,0.2,0.5405
CM00007134,2026-08-23,V00000870,12,4,493,0,0.3333,0.9198
CM00007135,2026-01-31,V00006415,10,3,117,2,0.3,0.8864
CM00007136,2026-03-16,V00003503,11,4,196,0,0.3636,0.49
CM00007137,2026-08-13,V00013146,11,4,241,1,0.3636,0.5965
CM00007138,2026-06-14,V00000504,6,2,165,0,0.3333,0.5156
CM00007139,2026-06-24,V00007777,8,5,416,0,0.625,0.8078
CM00007140,2026-08-22,V00012008,10,7,532,0,0.7,0.8261
CM00007141,2026-02-14,V00003288,6,3,86,0,0.5,0.4624
CM00007142,2026-06-13,V00013079,9,3,137,1,0.3333,0.3971
CM00007143,2026-08-28,V00013230,11,3,195,0,0.2727,0.3963
CM00007144,2026-07-15,V00001855,11,4,37,1,0.3636,0.8409
CM00007145,2026-03-03,V00006423,10,7,70,1,0.7,0.6667
CM00007146,2026-06-12,V00007934,6,2,209,0,0.3333,0.8038
CM00007147,2026-08-23,V00010182,9,4,351,0,0.4444,0.6452
CM00007148,2026-06-29,V00001993,13,3,286,0,0.2308,0.6151
CM00007149,2026-06-18,V00000022,11,3,352,0,0.2727,0.6629
CM00007150,2026-07-01,V00007781,11,3,296,0,0.2727,0.6667
CM00007151,2026-03-08,V00013915,11,3,188,0,0.2727,0.9353
CM00007152,2026-02-09,V00004630,7,1,9,0,0.1429,0.5
CM00007153,2026-06-30,V00014876,6,4,63,0,0.6667,0.63
CM00007154,2026-03-20,V00001497,7,2,42,0,0.2857,0.5385
CM00007155,2026-05-09,V00012148,9,4,200,0,0.4444,0.7692
CM00007156,2026-08-04,V00014537,12,3,42,0,0.25,0.6667
CM00007157,2026-08-04,V00013819,5,2,173,0,0.4,0.6705
CM00007158,2026-03-30,V00008651,8,4,454,1,0.5,0.6676
CM00007159,2026-08-08,V00006724,8,2,8,0,0.25,0.2857
CM00007160,2026-08-19,V00003567,11,5,240,0,0.4545,0.2981
CM00007161,2026-03-03,V00005797,10,6,552,1,0.6,0.6216
CM00007162,2026-07-05,V00010786,11,4,250,0,0.3636,0.4058
CM00007163,2026-08-09,V00005918,12,2,72,0,0.1667,0.4235
CM00007164,2026-05-31,V00013459,12,2,64,0,0.1667,0.3404
CM00007165,2026-06-18,V00013809,8,2,178,0,0.25,0.6593
CM00007166,2026-05-22,V00004991,8,1,87,0,0.125,0.7311
CM00007167,2026-08-04,V00008669,5,0,0,0,0.0,0.0
CM00007168,2026-06-20,V00010899,7,3,390,1,0.4286,0.7514
CM00007169,2026-06-09,V00004629,15,7,796,2,0.4667,0.7531
CM00007170,2026-03-09,V00013649,8,1,9,0,0.125,0.1667
CM00007171,2026-04-15,V00008104,6,2,75,0,0.3333,0.4213
CM00007172,2026-08-21,V00014195,14,1,84,0,0.0714,0.4884
CM00007173,2026-06-06,V00012196,14,5,305,0,0.3571,0.7922
CM00007174,2026-03-12,V00000207,10,5,120,0,0.5,0.7059
CM00007175,2026-04-16,V00004100,12,6,778,1,0.5,0.8207
CM00007176,2026-08-06,V00005039,15,5,487,0,0.3333,0.6126
CM00007177,2026-02-04,V00002049,13,3,43,0,0.2308,0.3333
CM00007178,2026-02-04,V00004177,13,4,190,1,0.3077,0.6013
CM00007179,2026-07-14,V00010727,11,3,41,0,0.2727,0.4409
CM00007180,2026-03-24,V00011713,13,6,36,1,0.4615,0.5455
CM00007181,2026-05-04,V00004710,10,5,187,0,0.5,0.8905
CM00007182,2026-02-02,V00004963,7,3,194,0,0.4286,0.7791
CM00007183,2026-06-14,V00012699,13,6,303,1,0.4615,0.6235
CM00007184,2026-03-15,V00006567,14,8,126,0,0.5714,0.75
CM00007185,2026-07-24,V00003517,6,2,24,0,0.3333,0.48
CM00007186,2026-06-26,V00012269,12,7,39,1,0.5833,0.619
CM00007187,2026-05-19,V00008063,9,1,6,0,0.1111,0.1935
CM00007188,2026-08-01,V00004383,8,5,480,1,0.625,0.5333
CM00007189,2026-02-19,V00013881,11,4,195,0,0.3636,0.9028
CM00007190,2026-07-10,V00007756,7,2,19,0,0.2857,0.2879
CM00007191,2026-07-29,V00013458,16,9,122,2,0.5625,0.7974
CM00007192,2026-08-27,V00012448,13,6,240,1,0.4615,0.4
CM00007193,2026-04-23,V00002221,12,4,212,0,0.3333,0.631
CM00007194,2026-01-26,V00002354,15,3,242,2,0.2,0.7401
CM00007195,2026-08-08,V00000673,10,4,255,1,0.4,0.613
CM00007196,2026-03-21,V00003557,10,5,289,0,0.5,0.8627
CM00007197,2026-04-18,V00001659,4,0,0,0,0.0,0.0
CM00007198,2026-06-11,V00012340,12,7,520,1,0.5833,0.6404
CM00007199,2026-08-06,V00009777,12,4,223,1,0.3333,0.457
CM00007200,2026-04-18,V00006613,10,6,520,1,0.6,0.6373
CM00007201,2026-05-23,V00002902,9,2,165,1,0.2222,0.55
CM00007202,2026-08-11,V00007770,10,4,353,1,0.4,0.6788
CM00007203,2026-01-17,V00006597,10,5,356,0,0.5,0.9247
CM00007204,2026-07-27,V00002994,7,0,0,0,0.0,0.0
CM00007205,2026-07-05,V00000102,8,3,168,1,0.375,0.6437
CM00007206,2026-05-22,V00005913,13,5,391,0,0.3846,0.4655
CM00007207,2026-04-22,V00005705,9,2,29,0,0.2222,0.6042
CM00007208,2026-01-05,V00013454,11,5,216,0,0.4545,0.6857
CM00007209,2026-07-14,V00000662,8,4,186,0,0.5,0.4346
CM00007210,2026-04-11,V00003205,9,3,178,0,0.3333,0.5761
CM00007211,2026-07-19,V00003050,13,3,334,0,0.2308,0.7002
CM00007212,2026-02-04,V00006917,7,0,0,0,0.0,0.0
CM00007213,2026-03-02,V00012194,12,3,186,0,0.25,0.4526
CM00007214,2026-05-12,V00014672,13,6,415,2,0.4615,0.8539
CM00007215,2026-08-24,V00004181,10,3,75,0,0.3,0.2604
CM00007216,2026-06-29,V00014858,11,4,318,0,0.3636,0.4907
CM00007217,2026-03-25,V00013388,12,1,42,0,0.0833,0.2877
CM00007218,2026-08-13,V00002478,4,1,86,1,0.25,0.8431
CM00007219,2026-08-18,V00003997,11,2,87,1,0.1818,0.6304
CM00007220,2026-05-26,V00004941,7,0,0,0,0.0,0.0
CM00007221,2026-02-03,V00005061,8,3,93,0,0.375,0.6078
CM00007222,2026-05-28,V00009050,11,2,22,0,0.1818,0.2075
CM00007223,2026-05-29,V00012533,4,2,67,1,0.5,0.5403
CM00007224,2026-08-18,V00014780,9,5,453,1,0.5556,0.719
CM00007225,2026-05-17,V00012315,3,1,11,0,0.3333,0.7333
CM00007226,2026-08-06,V00009239,14,3,223,0,0.2143,0.6464
CM00007227,2026-08-04,V00006315,5,3,293,0,0.6,0.5955
CM00007228,2026-07-04,V00000962,9,1,88,1,0.1111,0.4944
CM00007229,2026-05-20,V00007847,14,8,597,0,0.5714,0.4784
CM00007230,2026-04-27,V00009286,8,3,223,0,0.375,0.682
CM00007231,2026-08-01,V00009038,16,5,599,1,0.3125,0.8874
CM00007232,2026-07-16,V00004850,9,1,34,0,0.1111,0.2636
CM00007233,2026-02-23,V00014093,9,2,85,0,0.2222,0.7589
CM00007234,2026-08-20,V00005023,7,4,499,1,0.5714,0.8545
CM00007235,2026-08-14,V00008279,9,4,149,0,0.4444,0.556
CM00007236,2026-02-23,V00014410,13,4,151,0,0.3077,0.6623
CM00007237,2026-04-21,V00007371,8,2,38,1,0.25,0.7037
CM00007238,2026-06-25,V00009553,9,1,38,0,0.1111,0.481
CM00007239,2026-02-21,V00008645,7,3,105,0,0.4286,0.4321
CM00007240,2026-08-10,V00002141,4,0,0,0,0.0,0.0
CM00007241,2026-01-04,V00013288,14,5,246,0,0.3571,0.5072
CM00007242,2026-08-16,V00014740,4,1,16,0,0.25,0.5714
CM00007243,2026-08-28,V00007170,6,3,89,1,0.5,0.7236
CM00007244,2026-06-12,V00001657,10,2,76,0,0.2,0.6333
CM00007245,2026-08-05,V00004244,8,3,109,1,0.375,0.7415
CM00007246,2026-06-15,V00003017,12,5,445,1,0.4167,0.6953
CM00007247,2026-01-29,V00008048,7,2,94,0,0.2857,0.662
CM00007248,2026-08-18,V00010024,5,2,79,1,0.4,0.3038
CM00007249,2026-01-25,V00014540,13,2,197,0,0.1538,0.6195
CM00007250,2026-06-13,V00011310,10,2,113,1,0.2,0.4036
CM00007251,2026-05-14,V00000990,7,3,114,1,0.4286,0.5429
CM00007252,2026-08-17,V00002337,7,3,275,0,0.4286,0.7453
CM00007253,2026-03-05,V00012164,9,3,92,2,0.3333,0.4577
CM00007254,2026-06-16,V00008678,8,0,0,0,0.0,0.0
CM00007255,2026-08-28,V00014064,5,0,0,0,0.0,0.0
CM00007256,2026-02-21,V00001351,13,2,19,1,0.1538,0.4318
CM00007257,2026-08-11,V00007671,11,3,52,2,0.2727,0.2938
CM00007258,2026-05-10,V00008354,13,4,34,0,0.3077,0.1197
CM00007259,2026-05-08,V00005152,8,0,0,0,0.0,0.0
CM00007260,2026-01-08,V00009560,9,2,116,0,0.2222,0.3372
CM00007261,2026-06-15,V00003675,16,5,460,0,0.3125,0.5412
CM00007262,2026-08-11,V00011719,9,3,162,0,0.3333,0.7397
CM00007263,2026-08-11,V00002386,5,2,21,0,0.4,0.1591
CM00007264,2026-02-04,V00011775,11,3,179,1,0.2727,0.7956
CM00007265,2026-01-01,V00001719,8,2,35,0,0.25,0.3723
CM00007266,2026-01-09,V00010504,12,4,295,1,0.3333,0.5086
CM00007267,2026-04-10,V00009253,12,5,354,0,0.4167,0.4265
CM00007268,2026-06-03,V00011770,10,4,264,0,0.4,0.4889
CM00007269,2026-06-29,V00011263,9,1,1,0,0.1111,0.0263
CM00007270,2026-01-02,V00010198,10,1,88,0,0.1,0.7458
CM00007271,2026-05-26,V00003533,9,2,196,0,0.2222,0.7424
CM00007272,2026-07-31,V00008637,11,5,627,1,0.4545,0.8531
CM00007273,2026-08-25,V00013692,12,3,155,0,0.25,0.3944
CM00007274,2026-07-20,V00001566,11,4,41,0,0.3636,0.41
CM00007275,2026-04-25,V00000457,15,5,504,2,0.3333,0.6811
CM00007276,2026-02-11,V00002079,10,3,261,0,0.3,0.5472
CM00007277,2026-05-22,V00010325,10,4,288,1,0.4,0.5373
CM00007278,2026-06-04,V00001027,11,4,373,0,0.3636,0.6857
CM00007279,2026-03-09,V00008136,9,4,76,0,0.4444,0.3393
CM00007280,2026-06-19,V00000856,7,3,221,0,0.4286,0.6821
CM00007281,2026-08-09,V00003876,7,2,237,0,0.2857,0.8587
CM00007282,2026-07-06,V00009975,11,1,54,0,0.0909,0.6353
CM00007283,2026-04-18,V00014049,6,2,63,0,0.3333,0.1864
CM00007284,2026-07-29,V00012060,8,1,24,1,0.125,0.3429
CM00007285,2026-03-04,V00002787,7,2,81,0,0.2857,0.8438
CM00007286,2026-02-19,V00003825,7,0,0,0,0.0,0.0
CM00007287,2026-06-17,V00003574,6,1,98,0,0.1667,0.6323
CM00007288,2026-05-02,V00011833,10,3,256,0,0.3,0.7232
CM00007289,2026-05-22,V00012366,7,3,61,1,0.4286,0.4841
CM00007290,2026-06-08,V00001582,10,3,232,0,0.3,0.5903
CM00007291,2026-04-24,V00001962,5,1,13,1,0.2,0.1912
CM00007292,2026-08-10,V00012813,7,4,162,0,0.5714,0.5192
CM00007293,2026-06-07,V00000663,11,4,600,1,0.3636,0.838
CM00007294,2026-04-05,V00013510,8,5,133,0,0.625,0.6186
CM00007295,2026-04-05,V00009285,9,0,0,0,0.0,0.0
CM00007296,2026-08-10,V00014626,7,1,82,0,0.1429,0.7321
CM00007297,2026-01-31,V00014140,9,3,100,1,0.3333,0.5952
CM00007298,2026-07-04,V00002893,10,4,332,1,0.4,0.8925
CM00007299,2026-04-11,V00013789,13,6,413,1,0.4615,0.8498
CM00007300,2026-06-30,V00008980,15,4,54,1,0.2667,0.7941
CM00007301,2026-06-08,V00012731,4,2,24,0,0.5,0.75
CM00007302,2026-04-29,V00012671,9,3,69,0,0.3333,0.6571
CM00007303,2026-08-22,V00005649,13,7,208,0,0.5385,0.6064
CM00007304,2026-05-29,V00009395,14,6,36,0,0.4286,0.6667
CM00007305,2026-08-21,V00009410,7,1,109,0,0.1429,0.6124
CM00007306,2026-01-20,V00001265,12,1,25,0,0.0833,0.5682
CM00007307,2026-07-23,V00002470,9,2,212,1,0.2222,0.8092
CM00007308,2026-06-01,V00008514,9,3,150,1,0.3333,0.6849
CM00007309,2026-04-29,V00000413,10,4,99,0,0.4,0.4267
CM00007310,2026-02-05,V00002129,10,5,248,1,0.5,0.5333
CM00007311,2026-04-25,V00011807,7,2,73,0,0.2857,0.553
CM00007312,2026-04-03,V00000757,10,4,107,0,0.4,0.5691
CM00007313,2026-05-17,V00011918,11,6,73,3,0.5455,0.869
CM00007314,2026-08-26,V00004611,12,4,267,1,0.3333,0.5907
CM00007315,2026-07-10,V00001586,10,4,255,1,0.4,0.4167
CM00007316,2026-03-18,V00013554,7,4,23,0,0.5714,0.6389
CM00007317,2026-03-25,V00013369,7,4,228,0,0.5714,0.4957
CM00007318,2026-04-30,V00000572,6,3,160,0,0.5,0.8081
CM00007319,2026-06-12,V00005619,2,0,0,0,0.0,0.0
CM00007320,2026-02-09,V00014312,11,3,121,0,0.2727,0.6205
CM00007321,2026-02-23,V00007698,13,6,100,0,0.4615,0.5376
CM00007322,2026-01-01,V00001221,7,1,55,1,0.1429,0.7237
CM00007323,2026-06-29,V00005749,7,4,481,0,0.5714,0.7659
CM00007324,2026-05-10,V00009760,13,6,178,0,0.4615,0.6054
CM00007325,2026-08-05,V00007939,16,6,95,0,0.375,0.3369
CM00007326,2026-03-24,V00010331,15,8,908,0,0.5333,0.7669
CM00007327,2026-03-23,V00014989,16,5,38,0,0.3125,0.6333
CM00007328,2026-06-16,V00007817,15,5,370,1,0.3333,0.5103
CM00007329,2026-05-18,V00014943,13,6,312,0,0.4615,0.6118
CM00007330,2026-08-25,V00008808,14,6,286,0,0.4286,0.6272
CM00007331,2026-07-20,V00008770,10,4,572,1,0.4,1.0
CM00007332,2026-07-27,V00005045,10,2,138,0,0.2,0.561
CM00007333,2026-01-03,V00008545,8,3,123,1,0.375,0.295
CM00007334,2026-05-11,V00000565,8,2,92,0,0.25,0.5227
CM00007335,2026-08-18,V00011253,7,4,313,1,0.5714,0.555
CM00007336,2026-03-29,V00010845,13,3,206,1,0.2308,0.4547
CM00007337,2026-03-24,V00013822,11,4,271,1,0.3636,0.7612
CM00007338,2026-06-25,V00014889,8,4,438,1,0.5,0.6975
CM00007339,2026-03-25,V00010319,9,1,61,0,0.1111,0.7821
CM00007340,2026-07-17,V00011693,6,4,55,0,0.6667,0.5978
CM00007341,2026-03-13,V00011086,10,4,129,2,0.4,0.4135
CM00007342,2026-08-14,V00012687,7,3,115,2,0.4286,0.8519
CM00007343,2026-07-04,V00007942,11,7,640,1,0.6364,0.7814
CM00007344,2026-01-10,V00012985,8,5,112,3,0.625,0.6222
CM00007345,2026-05-14,V00011375,10,6,257,0,0.6,0.4462
CM00007346,2026-08-16,V00012271,11,5,332,0,0.4545,0.7545
CM00007347,2026-04-18,V00013219,8,1,97,1,0.125,0.669
CM00007348,2026-02-14,V00000370,7,4,577,2,0.5714,0.8796
CM00007349,2026-07-07,V00002683,6,2,19,0,0.3333,0.1792
CM00007350,2026-08-01,V00004677,11,7,143,0,0.6364,0.8171
CM00007351,2026-04-07,V00006764,8,3,96,0,0.375,0.2689
CM00007352,2026-06-29,V00014268,9,3,114,0,0.3333,0.2184
CM00007353,2026-03-27,V00000001,11,1,26,0,0.0909,0.2796
CM00007354,2026-05-29,V00009445,7,2,142,0,0.2857,0.71
CM00007355,2026-07-06,V00005662,10,4,184,0,0.4,0.7797
CM00007356,2026-07-06,V00010793,7,0,0,0,0.0,0.0
CM00007357,2026-05-28,V00003958,8,2,15,0,0.25,0.2143
CM00007358,2026-04-04,V00000179,10,6,77,1,0.6,0.6754
CM00007359,2026-05-15,V00001128,6,2,34,0,0.3333,0.2698
CM00007360,2026-01-26,V00014634,11,3,145,1,0.2727,0.3333
CM00007361,2026-04-09,V00012563,14,5,84,1,0.3571,0.672
CM00007362,2026-07-07,V00009998,9,3,212,0,0.3333,0.5158
CM00007363,2026-02-15,V00009127,12,7,278,0,0.5833,0.6205
CM00007364,2026-02-08,V00014087,7,2,107,0,0.2857,0.7039
CM00007365,2026-04-30,V00004656,11,1,66,0,0.0909,0.4681
CM00007366,2026-02-08,V00010930,9,4,285,0,0.4444,0.6477
CM00007367,2026-06-19,V00012311,7,1,10,0,0.1429,0.303
CM00007368,2026-08-28,V00010552,13,3,357,0,0.2308,0.6648
CM00007369,2026-06-07,V00009155,6,1,102,0,0.1667,0.6538
CM00007370,2026-03-03,V00014059,12,3,218,0,0.25,0.4129
CM00007371,2026-07-19,V00012025,10,5,349,0,0.5,0.8949
CM00007372,2026-05-14,V00003657,7,2,86,0,0.2857,0.7167
CM00007373,2026-07-26,V00002483,10,5,453,1,0.5,0.7366
CM00007374,2026-05-16,V00010242,10,6,565,0,0.6,0.7188
CM00007375,2026-08-24,V00014081,12,7,434,0,0.5833,0.6458
CM00007376,2026-05-24,V00008610,8,1,4,0,0.125,0.4444
CM00007377,2026-01-07,V00006511,9,3,272,0,0.3333,0.7196
CM00007378,2026-07-07,V00004156,10,2,259,1,0.2,0.9522
CM00007379,2026-08-11,V00013590,11,5,392,1,0.4545,0.6078
CM00007380,2026-03-17,V00011846,10,3,26,1,0.3,0.4815
CM00007381,2026-04-29,V00009456,8,3,229,0,0.375,0.9542
CM00007382,2026-02-12,V00013404,12,5,278,0,0.4167,0.4378
CM00007383,2026-01-20,V00009716,12,5,284,2,0.4167,0.6242
CM00007384,2026-06-06,V00004491,9,4,110,0,0.4444,0.7237
CM00007385,2026-06-20,V00011425,4,2,13,0,0.5,0.1912
CM00007386,2026-07-31,V00001460,10,4,65,0,0.4,0.1048
CM00007387,2026-02-17,V00000155,5,1,25,1,0.2,0.3623
CM00007388,2026-04-11,V00002349,12,4,288,1,0.3333,0.6
CM00007389,2026-05-07,V00013722,8,1,103,0,0.125,0.7203
CM00007390,2026-06-12,V00012359,6,1,89,0,0.1667,0.9368
CM00007391,2026-05-14,V00012261,12,4,131,0,0.3333,0.3149
CM00007392,2026-01-24,V00001541,8,2,64,0,0.25,0.381
CM00007393,2026-04-25,V00000359,10,2,63,1,0.2,0.5526
CM00007394,2026-06-14,V00008612,8,1,31,0,0.125,0.4627
CM00007395,2026-05-18,V00007114,9,2,34,0,0.2222,0.3778
CM00007396,2026-01-20,V00006970,9,3,109,0,0.3333,0.6987
CM00007397,2026-07-26,V00005689,15,9,391,0,0.6,0.3242
CM00007398,2026-07-16,V00007204,10,3,22,0,0.3,0.4583
CM00007399,2026-05-06,V00013667,6,0,0,0,0.0,0.0
CM00007400,2026-08-18,V00013179,6,4,317,0,0.6667,0.5048
CM00007401,2026-07-12,V00005496,10,2,71,0,0.2,0.7889
CM00007402,2026-01-21,V00011839,7,1,164,0,0.1429,1.0
CM00007403,2026-05-17,V00010133,6,1,18,0,0.1667,0.5
CM00007404,2026-08-12,V00001519,14,4,311,1,0.2857,0.5289
CM00007405,2026-06-10,V00009565,7,2,43,0,0.2857,0.4674
CM00007406,2026-07-23,V00003444,8,3,220,0,0.375,0.6984
CM00007407,2026-08-04,V00011750,9,2,102,0,0.2222,0.7969
CM00007408,2026-08-26,V00011837,8,2,46,1,0.25,0.8519
CM00007409,2026-01-09,V00014976,9,4,197,1,0.4444,0.5534
CM00007410,2026-02-21,V00009612,13,1,19,0,0.0769,0.5758
CM00007411,2026-02-09,V00010415,11,1,3,0,0.0909,0.0291
CM00007412,2026-06-22,V00004618,8,2,138,0,0.25,0.4964
CM00007413,2026-01-28,V00005029,5,1,23,0,0.2,0.6389
CM00007414,2026-05-29,V00011687,14,4,109,0,0.2857,0.3633
CM00007415,2026-04-20,V00007926,12,3,174,1,0.25,0.6905
CM00007416,2026-05-26,V00002533,9,1,9,0,0.1111,0.6
CM00007417,2026-03-31,V00012541,11,4,234,1,0.3636,0.6802
CM00007418,2026-05-05,V00007739,6,1,15,1,0.1667,0.2727
