content_tag_relation_id,content_id,content_tag_id,confidence_score,source
CTR000032285,V00012921,CTAG008,0.9347,model
CTR000032286,V00012922,CTAG009,0.7708,model
CTR000032287,V00012922,CTAG002,0.6537,model
CTR000032288,V00012923,CTAG001,0.6304,model
CTR000032289,V00012923,CTAG002,0.6292,model
CTR000032290,V00012924,CTAG005,0.6367,model
CTR000032291,V00012924,CTAG009,0.8921,model
CTR000032292,V00012924,CTAG017,0.9061,model
CTR000032293,V00012925,CTAG007,0.6499,model
CTR000032294,V00012925,CTAG005,0.9676,model
CTR000032295,V00012926,CTAG015,0.7444,model
CTR000032296,V00012927,CTAG015,0.7945,model
CTR000032297,V00012927,CTAG017,0.8262,model
CTR000032298,V00012927,CTAG005,0.967,model
CTR000032299,V00012928,CTAG011,0.7685,model
CTR000032300,V00012929,CTAG016,0.7031,model
CTR000032301,V00012929,CTAG006,0.9749,model
CTR000032302,V00012929,CTAG012,0.6326,model
CTR000032303,V00012929,CTAG011,0.9338,model
CTR000032304,V00012930,CTAG012,0.6497,model
CTR000032305,V00012930,CTAG016,0.907,model
CTR000032306,V00012930,CTAG013,0.9459,model
CTR000032307,V00012931,CTAG015,0.6604,model
CTR000032308,V00012931,CTAG007,0.8543,model
CTR000032309,V00012931,CTAG004,0.8639,model
CTR000032310,V00012931,CTAG010,0.9619,model
CTR000032311,V00012932,CTAG010,0.9256,model
CTR000032312,V00012932,CTAG009,0.6125,model
CTR000032313,V00012932,CTAG018,0.722,model
CTR000032314,V00012933,CTAG013,0.7311,model
CTR000032315,V00012934,CTAG017,0.6289,model
CTR000032316,V00012934,CTAG007,0.826,model
CTR000032317,V00012934,CTAG004,0.7169,model
CTR000032318,V00012935,CTAG014,0.9255,model
CTR000032319,V00012935,CTAG004,0.7159,model
CTR000032320,V00012935,CTAG009,0.6162,model
CTR000032321,V00012935,CTAG010,0.7774,model
CTR000032322,V00012936,CTAG006,0.6626,model
CTR000032323,V00012936,CTAG001,0.9882,model
CTR000032324,V00012936,CTAG018,0.8607,model
CTR000032325,V00012936,CTAG004,0.8068,model
CTR000032326,V00012937,CTAG018,0.8238,model
CTR000032327,V00012937,CTAG006,0.7779,model
CTR000032328,V00012937,CTAG005,0.9451,model
CTR000032329,V00012938,CTAG001,0.7981,model
CTR000032330,V00012938,CTAG017,0.7454,model
CTR000032331,V00012939,CTAG002,0.6591,model
CTR000032332,V00012939,CTAG004,0.9454,model
CTR000032333,V00012939,CTAG003,0.6877,model
CTR000032334,V00012940,CTAG016,0.6574,model
CTR000032335,V00012940,CTAG003,0.8248,model
CTR000032336,V00012940,CTAG001,0.8911,model
CTR000032337,V00012941,CTAG014,0.847,model
CTR000032338,V00012942,CTAG013,0.607,model
CTR000032339,V00012943,CTAG015,0.9295,model
CTR000032340,V00012943,CTAG012,0.9986,model
CTR000032341,V00012943,CTAG011,0.9424,model
CTR000032342,V00012943,CTAG016,0.6021,model
CTR000032343,V00012944,CTAG002,0.9485,model
CTR000032344,V00012944,CTAG013,0.7516,model
CTR000032345,V00012945,CTAG012,0.9889,model
CTR000032346,V00012946,CTAG011,0.7193,model
CTR000032347,V00012946,CTAG004,0.9818,model
CTR000032348,V00012947,CTAG017,0.7872,model
CTR000032349,V00012947,CTAG013,0.8652,model
CTR000032350,V00012947,CTAG011,0.9767,model
CTR000032351,V00012948,CTAG011,0.866,model
CTR000032352,V00012948,CTAG018,0.7827,model
CTR000032353,V00012949,CTAG003,0.7297,model
CTR000032354,V00012949,CTAG014,0.7052,model
CTR000032355,V00012949,CTAG008,0.9324,model
CTR000032356,V00012950,CTAG008,0.9612,model
CTR000032357,V00012951,CTAG017,0.7447,model
CTR000032358,V00012951,CTAG007,0.7962,model
CTR000032359,V00012951,CTAG005,0.6984,model
CTR000032360,V00012951,CTAG008,0.7981,model
CTR000032361,V00012952,CTAG015,0.8877,model
CTR000032362,V00012952,CTAG012,0.6076,model
CTR000032363,V00012953,CTAG014,0.6212,model
CTR000032364,V00012953,CTAG011,0.6368,model
CTR000032365,V00012953,CTAG010,0.6126,model
CTR000032366,V00012954,CTAG005,0.6805,model
CTR000032367,V00012955,CTAG015,0.7417,model
CTR000032368,V00012955,CTAG006,0.8353,model
CTR000032369,V00012955,CTAG005,0.8931,model
CTR000032370,V00012955,CTAG009,0.9153,model
CTR000032371,V00012956,CTAG009,0.6723,model
CTR000032372,V00012956,CTAG015,0.7499,model
CTR000032373,V00012957,CTAG005,0.8532,model
CTR000032374,V00012957,CTAG002,0.9964,model
CTR000032375,V00012957,CTAG011,0.7461,model
CTR000032376,V00012958,CTAG001,0.7645,model
CTR000032377,V00012959,CTAG009,0.6371,model
CTR000032378,V00012959,CTAG006,0.6357,model
CTR000032379,V00012960,CTAG015,0.6023,model
CTR000032380,V00012960,CTAG016,0.8049,model
CTR000032381,V00012960,CTAG005,0.6727,model
CTR000032382,V00012960,CTAG003,0.8576,model
CTR000032383,V00012961,CTAG005,0.7072,model
CTR000032384,V00012961,CTAG009,0.7227,model
CTR000032385,V00012962,CTAG017,0.6644,model
CTR000032386,V00012963,CTAG001,0.9592,model
CTR000032387,V00012964,CTAG017,0.751,model
CTR000032388,V00012964,CTAG008,0.7005,model
CTR000032389,V00012965,CTAG004,0.8735,model
CTR000032390,V00012966,CTAG010,0.9225,model
CTR000032391,V00012966,CTAG008,0.6837,model
CTR000032392,V00012966,CTAG011,0.9605,model
CTR000032393,V00012967,CTAG010,0.9474,model
CTR000032394,V00012967,CTAG011,0.9871,model
CTR000032395,V00012967,CTAG009,0.6235,model
CTR000032396,V00012967,CTAG002,0.8173,model
CTR000032397,V00012968,CTAG004,0.9667,model
CTR000032398,V00012969,CTAG011,0.6908,model
CTR000032399,V00012969,CTAG004,0.8678,model
CTR000032400,V00012969,CTAG016,0.7439,model
CTR000032401,V00012970,CTAG001,0.6708,model
CTR000032402,V00012970,CTAG016,0.6929,model
CTR000032403,V00012970,CTAG003,0.7051,model
CTR000032404,V00012970,CTAG010,0.7423,model
CTR000032405,V00012971,CTAG010,0.6375,model
CTR000032406,V00012971,CTAG017,0.9028,model
CTR000032407,V00012972,CTAG009,0.8394,model
CTR000032408,V00012973,CTAG015,0.931,model
CTR000032409,V00012974,CTAG017,0.9317,model
CTR000032410,V00012975,CTAG003,0.9535,model
CTR000032411,V00012975,CTAG012,0.9826,model
CTR000032412,V00012975,CTAG010,0.7375,model
CTR000032413,V00012976,CTAG016,0.755,model
CTR000032414,V00012977,CTAG004,0.9755,model
CTR000032415,V00012978,CTAG018,0.8488,model
CTR000032416,V00012978,CTAG011,0.7042,model
CTR000032417,V00012979,CTAG001,0.8543,model
CTR000032418,V00012979,CTAG006,0.6939,model
CTR000032419,V00012979,CTAG014,0.8353,model
CTR000032420,V00012979,CTAG004,0.9576,model
CTR000032421,V00012980,CTAG004,0.8654,model
CTR000032422,V00012980,CTAG006,0.9135,model
CTR000032423,V00012980,CTAG001,0.9121,model
CTR000032424,V00012981,CTAG015,0.682,model
CTR000032425,V00012981,CTAG004,0.832,model
CTR000032426,V00012981,CTAG011,0.7728,model
CTR000032427,V00012982,CTAG014,0.7672,model
CTR000032428,V00012983,CTAG001,0.8766,model
CTR000032429,V00012983,CTAG009,0.9194,model
CTR000032430,V00012983,CTAG006,0.7202,model
CTR000032431,V00012984,CTAG017,0.9988,model
CTR000032432,V00012984,CTAG004,0.601,model
CTR000032433,V00012985,CTAG008,0.7185,model
CTR000032434,V00012985,CTAG001,0.7566,model
CTR000032435,V00012985,CTAG014,0.7027,model
CTR000032436,V00012986,CTAG015,0.8732,model
CTR000032437,V00012986,CTAG008,0.7632,model
CTR000032438,V00012987,CTAG006,0.6048,model
CTR000032439,V00012988,CTAG011,0.91,model
CTR000032440,V00012988,CTAG008,0.9219,model
CTR000032441,V00012989,CTAG008,0.8549,model
CTR000032442,V00012989,CTAG004,0.7298,model
CTR000032443,V00012989,CTAG013,0.868,model
CTR000032444,V00012990,CTAG010,0.8858,model
CTR000032445,V00012990,CTAG004,0.9422,model
CTR000032446,V00012990,CTAG005,0.6529,model
CTR000032447,V00012991,CTAG018,0.9714,model
CTR000032448,V00012992,CTAG007,0.7149,model
CTR000032449,V00012993,CTAG017,0.9754,model
CTR000032450,V00012993,CTAG018,0.6434,model
CTR000032451,V00012993,CTAG014,0.6818,model
CTR000032452,V00012994,CTAG008,0.9339,model
CTR000032453,V00012994,CTAG002,0.8369,model
CTR000032454,V00012994,CTAG012,0.9509,model
CTR000032455,V00012994,CTAG015,0.9133,model
CTR000032456,V00012995,CTAG004,0.8244,model
CTR000032457,V00012995,CTAG013,0.7115,model
CTR000032458,V00012996,CTAG008,0.7795,model
CTR000032459,V00012997,CTAG018,0.8625,model
CTR000032460,V00012997,CTAG001,0.6196,model
CTR000032461,V00012997,CTAG002,0.715,model
CTR000032462,V00012997,CTAG013,0.7365,model
CTR000032463,V00012998,CTAG017,0.9385,model
CTR000032464,V00012998,CTAG002,0.7398,model
CTR000032465,V00012998,CTAG004,0.9603,model
CTR000032466,V00012999,CTAG010,0.8562,model
CTR000032467,V00012999,CTAG002,0.8025,model
CTR000032468,V00012999,CTAG015,0.7955,model
CTR000032469,V00012999,CTAG006,0.7187,model
CTR000032470,V00013000,CTAG017,0.6225,model
CTR000032471,V00013000,CTAG004,0.9332,model
CTR000032472,V00013000,CTAG018,0.9367,model
CTR000032473,V00013000,CTAG015,0.7884,model
CTR000032474,V00013001,CTAG005,0.8796,model
CTR000032475,V00013002,CTAG013,0.6499,model
CTR000032476,V00013002,CTAG001,0.772,model
CTR000032477,V00013002,CTAG014,0.6644,model
CTR000032478,V00013003,CTAG014,0.7595,model
CTR000032479,V00013003,CTAG011,0.9295,model
CTR000032480,V00013003,CTAG004,0.846,model
CTR000032481,V00013004,CTAG014,0.7614,model
CTR000032482,V00013004,CTAG013,0.6347,model
CTR000032483,V00013004,CTAG009,0.6148,model
CTR000032484,V00013005,CTAG011,0.6137,model
CTR000032485,V00013006,CTAG015,0.7173,model
CTR000032486,V00013006,CTAG014,0.7177,model
CTR000032487,V00013006,CTAG012,0.7047,model
CTR000032488,V00013006,CTAG001,0.8113,model
CTR000032489,V00013007,CTAG014,0.6925,model
CTR000032490,V00013008,CTAG003,0.9456,model
CTR000032491,V00013009,CTAG018,0.9582,model
CTR000032492,V00013009,CTAG006,0.6615,model
CTR000032493,V00013009,CTAG016,0.9861,model
CTR000032494,V00013010,CTAG016,0.803,model
CTR000032495,V00013010,CTAG012,0.6761,model
CTR000032496,V00013010,CTAG007,0.6668,model
CTR000032497,V00013011,CTAG006,0.8966,model
CTR000032498,V00013011,CTAG018,0.8215,model
CTR000032499,V00013011,CTAG001,0.9539,model
CTR000032500,V00013012,CTAG015,0.6098,model
CTR000032501,V00013013,CTAG008,0.6175,model
CTR000032502,V00013013,CTAG006,0.6086,model
CTR000032503,V00013013,CTAG002,0.9133,model
CTR000032504,V00013013,CTAG005,0.9066,model
CTR000032505,V00013014,CTAG017,0.6313,model
CTR000032506,V00013014,CTAG004,0.6551,model
CTR000032507,V00013015,CTAG002,0.6308,model
CTR000032508,V00013015,CTAG018,0.7468,model
CTR000032509,V00013015,CTAG007,0.8056,model
CTR000032510,V00013016,CTAG016,0.8714,model
CTR000032511,V00013016,CTAG006,0.8138,model
CTR000032512,V00013016,CTAG005,0.943,model
CTR000032513,V00013017,CTAG009,0.919,model
CTR000032514,V00013017,CTAG001,0.8789,model
CTR000032515,V00013018,CTAG004,0.6855,model
CTR000032516,V00013019,CTAG005,0.9663,model
CTR000032517,V00013019,CTAG003,0.9236,model
CTR000032518,V00013019,CTAG009,0.6719,model
CTR000032519,V00013020,CTAG014,0.9239,model
CTR000032520,V00013020,CTAG002,0.6192,model
CTR000032521,V00013020,CTAG003,0.7498,model
CTR000032522,V00013021,CTAG008,0.6538,model
CTR000032523,V00013022,CTAG009,0.8494,model
CTR000032524,V00013022,CTAG015,0.8726,model
CTR000032525,V00013023,CTAG002,0.709,model
CTR000032526,V00013023,CTAG006,0.7652,model
CTR000032527,V00013023,CTAG008,0.6378,model
CTR000032528,V00013024,CTAG003,0.9573,model
CTR000032529,V00013024,CTAG018,0.8615,model
CTR000032530,V00013025,CTAG001,0.6232,model
CTR000032531,V00013025,CTAG004,0.7988,model
CTR000032532,V00013025,CTAG008,0.7425,model
CTR000032533,V00013026,CTAG011,0.8296,model
CTR000032534,V00013026,CTAG012,0.8052,model
CTR000032535,V00013026,CTAG016,0.6622,model
CTR000032536,V00013026,CTAG017,0.7654,model
CTR000032537,V00013027,CTAG015,0.8534,model
CTR000032538,V00013027,CTAG003,0.6915,model
CTR000032539,V00013027,CTAG017,0.7032,model
CTR000032540,V00013028,CTAG013,0.7715,model
CTR000032541,V00013028,CTAG015,0.819,model
CTR000032542,V00013028,CTAG011,0.9918,model
CTR000032543,V00013028,CTAG018,0.7965,model
CTR000032544,V00013029,CTAG010,0.6002,model
CTR000032545,V00013029,CTAG018,0.9693,model
CTR000032546,V00013029,CTAG012,0.8214,model
CTR000032547,V00013029,CTAG011,0.8309,model
CTR000032548,V00013030,CTAG012,0.8621,model
CTR000032549,V00013030,CTAG009,0.639,model
CTR000032550,V00013030,CTAG016,0.8444,model
CTR000032551,V00013031,CTAG002,0.6422,model
CTR000032552,V00013031,CTAG007,0.6316,model
CTR000032553,V00013031,CTAG010,0.6251,model
CTR000032554,V00013032,CTAG014,0.6606,model
CTR000032555,V00013033,CTAG010,0.8138,model
CTR000032556,V00013033,CTAG006,0.6343,model
CTR000032557,V00013033,CTAG013,0.6671,model
CTR000032558,V00013033,CTAG008,0.7903,model
CTR000032559,V00013034,CTAG007,0.6172,model
CTR000032560,V00013034,CTAG005,0.8972,model
CTR000032561,V00013035,CTAG001,0.7543,model
CTR000032562,V00013035,CTAG008,0.7072,model
CTR000032563,V00013035,CTAG007,0.9452,model
CTR000032564,V00013036,CTAG010,0.7639,model
CTR000032565,V00013036,CTAG001,0.8908,model
CTR000032566,V00013036,CTAG017,0.7304,model
CTR000032567,V00013036,CTAG007,0.7424,model
CTR000032568,V00013037,CTAG008,0.7647,model
CTR000032569,V00013037,CTAG018,0.6013,model
CTR000032570,V00013037,CTAG015,0.6668,model
CTR000032571,V00013037,CTAG012,0.9297,model
CTR000032572,V00013038,CTAG010,0.7988,model
CTR000032573,V00013038,CTAG016,0.9833,model
CTR000032574,V00013038,CTAG018,0.9904,model
CTR000032575,V00013039,CTAG009,0.6911,model
CTR000032576,V00013040,CTAG004,0.9534,model
CTR000032577,V00013041,CTAG008,0.8611,model
CTR000032578,V00013041,CTAG018,0.6501,model
CTR000032579,V00013041,CTAG015,0.7599,model
CTR000032580,V00013042,CTAG010,0.9907,model
CTR000032581,V00013042,CTAG005,0.6636,model
CTR000032582,V00013043,CTAG009,0.9979,model
CTR000032583,V00013043,CTAG007,0.7898,model
CTR000032584,V00013043,CTAG015,0.9196,model
CTR000032585,V00013044,CTAG018,0.712,model
CTR000032586,V00013044,CTAG015,0.6588,model
CTR000032587,V00013044,CTAG014,0.8718,model
CTR000032588,V00013045,CTAG014,0.7668,model
CTR000032589,V00013045,CTAG018,0.9577,model
CTR000032590,V00013045,CTAG013,0.8499,model
CTR000032591,V00013045,CTAG004,0.7608,model
CTR000032592,V00013046,CTAG012,0.7834,model
CTR000032593,V00013046,CTAG006,0.6879,model
CTR000032594,V00013047,CTAG004,0.751,model
CTR000032595,V00013048,CTAG016,0.9479,model
CTR000032596,V00013049,CTAG001,0.7484,model
CTR000032597,V00013050,CTAG002,0.7276,model
CTR000032598,V00013050,CTAG013,0.8879,model
CTR000032599,V00013051,CTAG012,0.6586,model
CTR000032600,V00013051,CTAG001,0.7131,model
CTR000032601,V00013052,CTAG014,0.9594,model
CTR000032602,V00013053,CTAG004,0.9873,model
CTR000032603,V00013053,CTAG006,0.9713,model
CTR000032604,V00013053,CTAG015,0.685,model
CTR000032605,V00013053,CTAG009,0.7483,model
CTR000032606,V00013054,CTAG015,0.7324,model
CTR000032607,V00013054,CTAG018,0.6673,model
CTR000032608,V00013055,CTAG002,0.8506,model
CTR000032609,V00013056,CTAG017,0.8538,model
CTR000032610,V00013056,CTAG001,0.7023,model
CTR000032611,V00013057,CTAG013,0.7033,model
CTR000032612,V00013057,CTAG016,0.6938,model
CTR000032613,V00013057,CTAG004,0.9165,model
CTR000032614,V00013057,CTAG005,0.828,model
CTR000032615,V00013058,CTAG015,0.8415,model
CTR000032616,V00013058,CTAG011,0.9774,model
CTR000032617,V00013059,CTAG007,0.6705,model
CTR000032618,V00013060,CTAG006,0.9699,model
CTR000032619,V00013060,CTAG001,0.7109,model
CTR000032620,V00013061,CTAG009,0.6597,model
CTR000032621,V00013061,CTAG015,0.621,model
CTR000032622,V00013062,CTAG010,0.6194,model
CTR000032623,V00013062,CTAG015,0.7881,model
CTR000032624,V00013062,CTAG003,0.9137,model
CTR000032625,V00013062,CTAG014,0.9832,model
CTR000032626,V00013063,CTAG018,0.8171,model
CTR000032627,V00013064,CTAG017,0.7395,model
CTR000032628,V00013064,CTAG010,0.9769,model
CTR000032629,V00013064,CTAG016,0.8424,model
CTR000032630,V00013065,CTAG002,0.6102,model
CTR000032631,V00013066,CTAG014,0.7271,model
CTR000032632,V00013066,CTAG003,0.7892,model
CTR000032633,V00013066,CTAG007,0.8299,model
CTR000032634,V00013066,CTAG011,0.8032,model
CTR000032635,V00013067,CTAG005,0.7605,model
CTR000032636,V00013067,CTAG012,0.6241,model
CTR000032637,V00013068,CTAG004,0.9654,model
CTR000032638,V00013068,CTAG011,0.74,model
CTR000032639,V00013068,CTAG006,0.7368,model
CTR000032640,V00013068,CTAG015,0.9283,model
CTR000032641,V00013069,CTAG004,0.9515,model
CTR000032642,V00013070,CTAG005,0.9337,model
CTR000032643,V00013070,CTAG003,0.6019,model
CTR000032644,V00013070,CTAG007,0.9011,model
CTR000032645,V00013070,CTAG013,0.625,model
CTR000032646,V00013071,CTAG009,0.9252,model
CTR000032647,V00013071,CTAG008,0.6096,model
CTR000032648,V00013071,CTAG004,0.9239,model
CTR000032649,V00013072,CTAG008,0.6512,model
CTR000032650,V00013072,CTAG014,0.8452,model
CTR000032651,V00013072,CTAG005,0.6083,model
CTR000032652,V00013072,CTAG011,0.6103,model
CTR000032653,V00013073,CTAG017,0.8253,model
CTR000032654,V00013074,CTAG002,0.8827,model
CTR000032655,V00013074,CTAG018,0.9225,model
CTR000032656,V00013075,CTAG011,0.8115,model
CTR000032657,V00013075,CTAG005,0.8362,model
CTR000032658,V00013075,CTAG003,0.9057,model
CTR000032659,V00013075,CTAG002,0.7986,model
CTR000032660,V00013076,CTAG006,0.863,model
CTR000032661,V00013076,CTAG017,0.9222,model
CTR000032662,V00013076,CTAG004,0.8319,model
CTR000032663,V00013076,CTAG015,0.6554,model
CTR000032664,V00013077,CTAG005,0.8597,model
CTR000032665,V00013077,CTAG001,0.6117,model
CTR000032666,V00013077,CTAG017,0.6046,model
CTR000032667,V00013077,CTAG008,0.7665,model
CTR000032668,V00013078,CTAG005,0.9966,model
CTR000032669,V00013078,CTAG002,0.8235,model
CTR000032670,V00013079,CTAG001,0.6507,model
CTR000032671,V00013080,CTAG015,0.7315,model
CTR000032672,V00013080,CTAG014,0.7279,model
CTR000032673,V00013080,CTAG016,0.6495,model
CTR000032674,V00013081,CTAG001,0.9943,model
CTR000032675,V00013081,CTAG014,0.9852,model
CTR000032676,V00013081,CTAG007,0.8599,model
CTR000032677,V00013081,CTAG016,0.7737,model
CTR000032678,V00013082,CTAG018,0.7494,model
CTR000032679,V00013082,CTAG017,0.6037,model
CTR000032680,V00013082,CTAG015,0.7118,model
CTR000032681,V00013082,CTAG008,0.8956,model
CTR000032682,V00013083,CTAG011,0.6014,model
CTR000032683,V00013083,CTAG015,0.6268,model
CTR000032684,V00013084,CTAG007,0.9926,model
CTR000032685,V00013085,CTAG010,0.799,model
CTR000032686,V00013086,CTAG002,0.8062,model
CTR000032687,V00013086,CTAG006,0.8738,model
CTR000032688,V00013087,CTAG006,0.8261,model
CTR000032689,V00013087,CTAG011,0.6021,model
CTR000032690,V00013087,CTAG008,0.9427,model
CTR000032691,V00013087,CTAG005,0.7632,model
CTR000032692,V00013088,CTAG018,0.7474,model
CTR000032693,V00013088,CTAG017,0.8536,model
CTR000032694,V00013088,CTAG005,0.6435,model
CTR000032695,V00013089,CTAG011,0.6358,model
CTR000032696,V00013089,CTAG015,0.9877,model
CTR000032697,V00013089,CTAG002,0.8593,model
CTR000032698,V00013089,CTAG012,0.9504,model
CTR000032699,V00013090,CTAG004,0.7159,model
CTR000032700,V00013090,CTAG003,0.6248,model
CTR000032701,V00013090,CTAG012,0.8736,model
CTR000032702,V00013091,CTAG006,0.9875,model
CTR000032703,V00013091,CTAG007,0.8899,model
CTR000032704,V00013091,CTAG014,0.9015,model
CTR000032705,V00013091,CTAG016,0.9728,model
CTR000032706,V00013092,CTAG009,0.8752,model
CTR000032707,V00013092,CTAG008,0.6087,model
CTR000032708,V00013092,CTAG011,0.9112,model
CTR000032709,V00013092,CTAG014,0.6006,model
CTR000032710,V00013093,CTAG002,0.9725,model
CTR000032711,V00013093,CTAG015,0.6344,model
CTR000032712,V00013093,CTAG003,0.9459,model
CTR000032713,V00013093,CTAG017,0.7919,model
CTR000032714,V00013094,CTAG012,0.6843,model
CTR000032715,V00013094,CTAG014,0.6702,model
CTR000032716,V00013094,CTAG004,0.9481,model
CTR000032717,V00013095,CTAG016,0.6149,model
CTR000032718,V00013095,CTAG010,0.9058,model
CTR000032719,V00013095,CTAG004,0.7568,model
CTR000032720,V00013096,CTAG003,0.7748,model
CTR000032721,V00013096,CTAG005,0.9801,model
CTR000032722,V00013096,CTAG012,0.7384,model
CTR000032723,V00013097,CTAG006,0.6443,model
CTR000032724,V00013097,CTAG009,0.8156,model
CTR000032725,V00013097,CTAG005,0.9851,model
CTR000032726,V00013097,CTAG010,0.7369,model
CTR000032727,V00013098,CTAG009,0.9354,model
CTR000032728,V00013098,CTAG018,0.8764,model
CTR000032729,V00013098,CTAG001,0.7375,model
CTR000032730,V00013099,CTAG011,0.7394,model
CTR000032731,V00013099,CTAG010,0.8622,model
CTR000032732,V00013099,CTAG017,0.6437,model
CTR000032733,V00013099,CTAG008,0.9496,model
CTR000032734,V00013100,CTAG017,0.6038,model
CTR000032735,V00013100,CTAG002,0.8782,model
CTR000032736,V00013101,CTAG008,0.8515,model
CTR000032737,V00013101,CTAG016,0.7554,model
CTR000032738,V00013101,CTAG006,0.7516,model
CTR000032739,V00013101,CTAG015,0.6896,model
CTR000032740,V00013102,CTAG006,0.7402,model
CTR000032741,V00013102,CTAG015,0.9504,model
CTR000032742,V00013102,CTAG005,0.9758,model
CTR000032743,V00013103,CTAG014,0.8038,model
CTR000032744,V00013103,CTAG012,0.9245,model
CTR000032745,V00013103,CTAG013,0.9414,model
CTR000032746,V00013103,CTAG007,0.7662,model
CTR000032747,V00013104,CTAG011,0.6794,model
CTR000032748,V00013104,CTAG010,0.6196,model
CTR000032749,V00013105,CTAG009,0.7808,model
CTR000032750,V00013105,CTAG008,0.8068,model
CTR000032751,V00013105,CTAG012,0.6645,model
CTR000032752,V00013106,CTAG005,0.7029,model
CTR000032753,V00013107,CTAG010,0.7558,model
CTR000032754,V00013107,CTAG017,0.729,model
CTR000032755,V00013107,CTAG011,0.872,model
CTR000032756,V00013108,CTAG008,0.6503,model
CTR000032757,V00013108,CTAG010,0.6633,model
CTR000032758,V00013108,CTAG007,0.7035,model
CTR000032759,V00013109,CTAG007,0.7835,model
CTR000032760,V00013109,CTAG018,0.7223,model
CTR000032761,V00013109,CTAG010,0.8589,model
CTR000032762,V00013110,CTAG010,0.9599,model
CTR000032763,V00013110,CTAG001,0.6123,model
CTR000032764,V00013111,CTAG016,0.8431,model
CTR000032765,V00013111,CTAG003,0.8422,model
CTR000032766,V00013111,CTAG017,0.9602,model
CTR000032767,V00013112,CTAG001,0.8287,model
CTR000032768,V00013113,CTAG002,0.6299,model
CTR000032769,V00013113,CTAG007,0.9661,model
CTR000032770,V00013114,CTAG015,0.757,model
CTR000032771,V00013114,CTAG018,0.639,model
CTR000032772,V00013114,CTAG011,0.7943,model
CTR000032773,V00013115,CTAG012,0.7462,model
CTR000032774,V00013115,CTAG003,0.6191,model
CTR000032775,V00013115,CTAG009,0.7836,model
CTR000032776,V00013116,CTAG004,0.7197,model
CTR000032777,V00013117,CTAG001,0.7327,model
CTR000032778,V00013118,CTAG008,0.7336,model
CTR000032779,V00013118,CTAG005,0.6847,model
CTR000032780,V00013118,CTAG007,0.6558,model
CTR000032781,V00013118,CTAG004,0.7163,model
CTR000032782,V00013119,CTAG018,0.9597,model
CTR000032783,V00013120,CTAG003,0.7122,model
CTR000032784,V00013121,CTAG015,0.8503,model
CTR000032785,V00013121,CTAG008,0.8587,model
CTR000032786,V00013121,CTAG012,0.8663,model
CTR000032787,V00013121,CTAG007,0.9578,model
CTR000032788,V00013122,CTAG006,0.7934,model
CTR000032789,V00013122,CTAG002,0.6695,model
CTR000032790,V00013122,CTAG003,0.866,model
CTR000032791,V00013122,CTAG017,0.6051,model
CTR000032792,V00013123,CTAG005,0.9326,model
CTR000032793,V00013123,CTAG002,0.6242,model
CTR000032794,V00013124,CTAG017,0.9096,model
CTR000032795,V00013124,CTAG008,0.6973,model
CTR000032796,V00013124,CTAG016,0.8866,model
CTR000032797,V00013124,CTAG014,0.7739,model
CTR000032798,V00013125,CTAG012,0.8413,model
CTR000032799,V00013125,CTAG018,0.979,model
CTR000032800,V00013126,CTAG018,0.7032,model
CTR000032801,V00013126,CTAG004,0.8746,model
CTR000032802,V00013126,CTAG010,0.8144,model
CTR000032803,V00013127,CTAG015,0.907,model
CTR000032804,V00013127,CTAG018,0.6585,model
CTR000032805,V00013127,CTAG006,0.9009,model
CTR000032806,V00013128,CTAG001,0.6342,model
CTR000032807,V00013128,CTAG010,0.9131,model
CTR000032808,V00013128,CTAG002,0.6717,model
CTR000032809,V00013129,CTAG015,0.874,model
CTR000032810,V00013129,CTAG016,0.7125,model
CTR000032811,V00013129,CTAG008,0.9211,model
CTR000032812,V00013129,CTAG002,0.8836,model
CTR000032813,V00013130,CTAG008,0.9527,model
CTR000032814,V00013130,CTAG007,0.7414,model
CTR000032815,V00013130,CTAG001,0.6754,model
CTR000032816,V00013131,CTAG012,0.9684,model
CTR000032817,V00013132,CTAG001,0.8179,model
CTR000032818,V00013132,CTAG007,0.7021,model
CTR000032819,V00013133,CTAG016,0.7415,model
CTR000032820,V00013133,CTAG005,0.8107,model
CTR000032821,V00013133,CTAG007,0.918,model
CTR000032822,V00013134,CTAG004,0.8487,model
CTR000032823,V00013134,CTAG010,0.7575,model
CTR000032824,V00013135,CTAG013,0.6746,model
CTR000032825,V00013136,CTAG008,0.8197,model
CTR000032826,V00013137,CTAG018,0.9893,model
CTR000032827,V00013137,CTAG001,0.9606,model
CTR000032828,V00013137,CTAG014,0.8867,model
CTR000032829,V00013137,CTAG006,0.8473,model
CTR000032830,V00013138,CTAG008,0.7409,model
CTR000032831,V00013138,CTAG018,0.9454,model
CTR000032832,V00013138,CTAG003,0.678,model
CTR000032833,V00013138,CTAG001,0.8105,model
CTR000032834,V00013139,CTAG006,0.9219,model
CTR000032835,V00013139,CTAG009,0.8304,model
CTR000032836,V00013139,CTAG012,0.6386,model
CTR000032837,V00013140,CTAG015,0.6137,model
CTR000032838,V00013140,CTAG013,0.6921,model
CTR000032839,V00013140,CTAG008,0.6673,model
CTR000032840,V00013140,CTAG017,0.8312,model
CTR000032841,V00013141,CTAG018,0.9637,model
CTR000032842,V00013141,CTAG013,0.9274,model
CTR000032843,V00013141,CTAG003,0.6201,model
CTR000032844,V00013141,CTAG006,0.9695,model
