churn_event_id,user_id,identified_date,churn_level,inactive_days,churn_reason
CHURN00005356,U0009000,2026-08-28,medium,14,连续未登录
CHURN00005357,U0009002,2026-08-28,high,33,连续未登录
CHURN00005358,U0009005,2026-08-28,high,32,活跃频次下降
CHURN00005359,U0009009,2026-08-28,medium,8,观看时长下降
CHURN00005360,U0009011,2026-08-28,medium,8,观看时长下降
CHURN00005361,U0009012,2026-08-28,medium,11,活跃频次下降
CHURN00005362,U0009013,2026-08-28,medium,25,观看时长下降
CHURN00005363,U0009014,2026-08-28,medium,23,连续未登录
CHURN00005364,U0009015,2026-08-28,medium,12,观看时长下降
CHURN00005365,U0009016,2026-08-28,medium,10,观看时长下降
CHURN00005366,U0009017,2026-08-28,medium,8,活跃频次下降
CHURN00005367,U0009018,2026-08-28,high,153,活跃频次下降
CHURN00005368,U0009019,2026-08-28,high,112,活跃频次下降
CHURN00005369,U0009020,2026-08-28,medium,13,活跃频次下降
CHURN00005370,U0009023,2026-08-28,high,99,连续未登录
CHURN00005371,U0009025,2026-08-28,medium,16,活跃频次下降
CHURN00005372,U0009026,2026-08-28,high,33,观看时长下降
CHURN00005373,U0009027,2026-08-28,medium,17,连续未登录
CHURN00005374,U0009028,2026-08-28,medium,24,活跃频次下降
CHURN00005375,U0009029,2026-08-28,high,36,连续未登录
CHURN00005376,U0009030,2026-08-28,medium,16,连续未登录
CHURN00005377,U0009032,2026-08-28,medium,15,活跃频次下降
CHURN00005378,U0009033,2026-08-28,medium,16,活跃频次下降
CHURN00005379,U0009035,2026-08-28,medium,13,连续未登录
CHURN00005380,U0009037,2026-08-28,medium,13,连续未登录
CHURN00005381,U0009038,2026-08-28,high,43,观看时长下降
CHURN00005382,U0009040,2026-08-28,high,44,观看时长下降
CHURN00005383,U0009041,2026-08-28,high,79,活跃频次下降
CHURN00005384,U0009043,2026-08-28,high,202,观看时长下降
CHURN00005385,U0009044,2026-08-28,medium,9,连续未登录
CHURN00005386,U0009045,2026-08-28,medium,22,连续未登录
CHURN00005387,U0009046,2026-08-28,medium,16,连续未登录
CHURN00005388,U0009047,2026-08-28,high,160,连续未登录
CHURN00005389,U0009049,2026-08-28,high,89,活跃频次下降
CHURN00005390,U0009050,2026-08-28,high,52,活跃频次下降
CHURN00005391,U0009051,2026-08-28,high,85,活跃频次下降
CHURN00005392,U0009054,2026-08-28,medium,12,活跃频次下降
CHURN00005393,U0009057,2026-08-28,high,134,活跃频次下降
CHURN00005394,U0009059,2026-08-28,high,97,活跃频次下降
CHURN00005395,U0009062,2026-08-28,high,43,连续未登录
CHURN00005396,U0009063,2026-08-28,medium,11,活跃频次下降
CHURN00005397,U0009065,2026-08-28,medium,10,活跃频次下降
CHURN00005398,U0009067,2026-08-28,high,49,连续未登录
CHURN00005399,U0009068,2026-08-28,medium,14,连续未登录
CHURN00005400,U0009070,2026-08-28,medium,29,观看时长下降
CHURN00005401,U0009071,2026-08-28,medium,30,观看时长下降
CHURN00005402,U0009072,2026-08-28,medium,25,活跃频次下降
CHURN00005403,U0009074,2026-08-28,high,130,观看时长下降
CHURN00005404,U0009076,2026-08-28,medium,8,观看时长下降
CHURN00005405,U0009081,2026-08-28,high,68,观看时长下降
CHURN00005406,U0009082,2026-08-28,medium,9,活跃频次下降
CHURN00005407,U0009083,2026-08-28,high,166,观看时长下降
CHURN00005408,U0009085,2026-08-28,high,67,连续未登录
CHURN00005409,U0009087,2026-08-28,high,78,连续未登录
CHURN00005410,U0009089,2026-08-28,medium,9,连续未登录
CHURN00005411,U0009090,2026-08-28,medium,8,连续未登录
CHURN00005412,U0009093,2026-08-28,high,35,连续未登录
CHURN00005413,U0009094,2026-08-28,medium,11,活跃频次下降
CHURN00005414,U0009095,2026-08-28,high,151,连续未登录
CHURN00005415,U0009096,2026-08-28,medium,19,连续未登录
CHURN00005416,U0009098,2026-08-28,high,44,连续未登录
CHURN00005417,U0009100,2026-08-28,high,46,连续未登录
CHURN00005418,U0009101,2026-08-28,medium,19,连续未登录
CHURN00005419,U0009102,2026-08-28,medium,8,活跃频次下降
CHURN00005420,U0009103,2026-08-28,medium,15,活跃频次下降
CHURN00005421,U0009105,2026-08-28,high,211,连续未登录
CHURN00005422,U0009106,2026-08-28,high,57,活跃频次下降
CHURN00005423,U0009107,2026-08-28,medium,9,活跃频次下降
CHURN00005424,U0009108,2026-08-28,high,69,活跃频次下降
CHURN00005425,U0009110,2026-08-28,medium,27,观看时长下降
CHURN00005426,U0009111,2026-08-28,high,32,活跃频次下降
CHURN00005427,U0009114,2026-08-28,high,159,观看时长下降
CHURN00005428,U0009118,2026-08-28,medium,9,观看时长下降
CHURN00005429,U0009127,2026-08-28,medium,29,观看时长下降
CHURN00005430,U0009128,2026-08-28,high,41,观看时长下降
CHURN00005431,U0009132,2026-08-28,medium,8,连续未登录
CHURN00005432,U0009133,2026-08-28,high,147,活跃频次下降
CHURN00005433,U0009135,2026-08-28,medium,17,观看时长下降
CHURN00005434,U0009136,2026-08-28,high,35,观看时长下降
CHURN00005435,U0009139,2026-08-28,high,185,连续未登录
CHURN00005436,U0009143,2026-08-28,medium,18,活跃频次下降
CHURN00005437,U0009144,2026-08-28,high,178,活跃频次下降
CHURN00005438,U0009148,2026-08-28,high,33,活跃频次下降
CHURN00005439,U0009149,2026-08-28,high,91,活跃频次下降
CHURN00005440,U0009150,2026-08-28,high,39,连续未登录
CHURN00005441,U0009152,2026-08-28,high,145,连续未登录
CHURN00005442,U0009153,2026-08-28,high,57,连续未登录
CHURN00005443,U0009155,2026-08-28,medium,26,观看时长下降
CHURN00005444,U0009157,2026-08-28,high,59,观看时长下降
CHURN00005445,U0009158,2026-08-28,medium,22,观看时长下降
CHURN00005446,U0009159,2026-08-28,medium,9,观看时长下降
CHURN00005447,U0009160,2026-08-28,medium,8,连续未登录
CHURN00005448,U0009161,2026-08-28,medium,9,观看时长下降
CHURN00005449,U0009162,2026-08-28,medium,20,连续未登录
CHURN00005450,U0009163,2026-08-28,medium,26,观看时长下降
CHURN00005451,U0009164,2026-08-28,medium,24,活跃频次下降
CHURN00005452,U0009165,2026-08-28,medium,25,活跃频次下降
CHURN00005453,U0009168,2026-08-28,medium,26,活跃频次下降
CHURN00005454,U0009169,2026-08-28,medium,12,观看时长下降
CHURN00005455,U0009170,2026-08-28,high,161,连续未登录
CHURN00005456,U0009171,2026-08-28,medium,14,活跃频次下降
CHURN00005457,U0009172,2026-08-28,medium,20,连续未登录
CHURN00005458,U0009173,2026-08-28,high,33,连续未登录
CHURN00005459,U0009174,2026-08-28,high,38,连续未登录
CHURN00005460,U0009176,2026-08-28,medium,21,观看时长下降
CHURN00005461,U0009177,2026-08-28,medium,11,连续未登录
CHURN00005462,U0009178,2026-08-28,high,49,活跃频次下降
CHURN00005463,U0009179,2026-08-28,medium,27,连续未登录
CHURN00005464,U0009180,2026-08-28,high,137,活跃频次下降
CHURN00005465,U0009181,2026-08-28,medium,13,连续未登录
CHURN00005466,U0009183,2026-08-28,high,37,连续未登录
CHURN00005467,U0009184,2026-08-28,high,158,活跃频次下降
CHURN00005468,U0009187,2026-08-28,high,219,活跃频次下降
CHURN00005469,U0009189,2026-08-28,high,120,连续未登录
CHURN00005470,U0009190,2026-08-28,medium,8,连续未登录
CHURN00005471,U0009193,2026-08-28,high,43,连续未登录
CHURN00005472,U0009194,2026-08-28,medium,17,活跃频次下降
CHURN00005473,U0009196,2026-08-28,medium,18,活跃频次下降
CHURN00005474,U0009197,2026-08-28,high,220,观看时长下降
CHURN00005475,U0009198,2026-08-28,high,64,连续未登录
CHURN00005476,U0009199,2026-08-28,high,236,观看时长下降
CHURN00005477,U0009200,2026-08-28,high,100,活跃频次下降
CHURN00005478,U0009201,2026-08-28,medium,12,观看时长下降
CHURN00005479,U0009202,2026-08-28,medium,16,连续未登录
CHURN00005480,U0009203,2026-08-28,high,93,观看时长下降
CHURN00005481,U0009204,2026-08-28,medium,9,观看时长下降
CHURN00005482,U0009206,2026-08-28,medium,14,连续未登录
CHURN00005483,U0009208,2026-08-28,medium,16,活跃频次下降
CHURN00005484,U0009209,2026-08-28,high,53,连续未登录
CHURN00005485,U0009210,2026-08-28,medium,29,连续未登录
CHURN00005486,U0009211,2026-08-28,medium,30,活跃频次下降
CHURN00005487,U0009217,2026-08-28,medium,8,观看时长下降
CHURN00005488,U0009218,2026-08-28,high,34,活跃频次下降
CHURN00005489,U0009219,2026-08-28,high,35,连续未登录
CHURN00005490,U0009220,2026-08-28,high,139,活跃频次下降
CHURN00005491,U0009222,2026-08-28,high,45,活跃频次下降
CHURN00005492,U0009223,2026-08-28,high,57,观看时长下降
CHURN00005493,U0009224,2026-08-28,medium,13,连续未登录
CHURN00005494,U0009228,2026-08-28,high,41,连续未登录
CHURN00005495,U0009229,2026-08-28,medium,12,连续未登录
CHURN00005496,U0009230,2026-08-28,high,114,连续未登录
CHURN00005497,U0009231,2026-08-28,high,32,连续未登录
CHURN00005498,U0009232,2026-08-28,medium,8,活跃频次下降
CHURN00005499,U0009233,2026-08-28,medium,13,连续未登录
CHURN00005500,U0009234,2026-08-28,medium,17,活跃频次下降
CHURN00005501,U0009236,2026-08-28,high,61,连续未登录
CHURN00005502,U0009237,2026-08-28,high,58,连续未登录
CHURN00005503,U0009240,2026-08-28,high,42,活跃频次下降
CHURN00005504,U0009242,2026-08-28,medium,9,连续未登录
CHURN00005505,U0009245,2026-08-28,high,39,连续未登录
CHURN00005506,U0009246,2026-08-28,high,69,连续未登录
CHURN00005507,U0009248,2026-08-28,high,50,活跃频次下降
CHURN00005508,U0009249,2026-08-28,high,220,活跃频次下降
CHURN00005509,U0009256,2026-08-28,high,112,观看时长下降
CHURN00005510,U0009257,2026-08-28,medium,13,观看时长下降
CHURN00005511,U0009258,2026-08-28,medium,24,连续未登录
CHURN00005512,U0009259,2026-08-28,medium,11,连续未登录
CHURN00005513,U0009260,2026-08-28,medium,13,观看时长下降
CHURN00005514,U0009262,2026-08-28,medium,8,活跃频次下降
CHURN00005515,U0009263,2026-08-28,medium,21,活跃频次下降
CHURN00005516,U0009265,2026-08-28,high,39,活跃频次下降
CHURN00005517,U0009267,2026-08-28,medium,9,活跃频次下降
CHURN00005518,U0009270,2026-08-28,medium,21,连续未登录
CHURN00005519,U0009273,2026-08-28,high,193,观看时长下降
CHURN00005520,U0009274,2026-08-28,high,79,观看时长下降
CHURN00005521,U0009275,2026-08-28,medium,25,观看时长下降
CHURN00005522,U0009276,2026-08-28,medium,26,活跃频次下降
CHURN00005523,U0009278,2026-08-28,high,36,活跃频次下降
CHURN00005524,U0009279,2026-08-28,medium,25,连续未登录
CHURN00005525,U0009280,2026-08-28,medium,24,观看时长下降
CHURN00005526,U0009281,2026-08-28,high,160,活跃频次下降
CHURN00005527,U0009282,2026-08-28,high,48,连续未登录
CHURN00005528,U0009285,2026-08-28,medium,8,连续未登录
CHURN00005529,U0009286,2026-08-28,high,33,连续未登录
CHURN00005530,U0009287,2026-08-28,medium,17,观看时长下降
CHURN00005531,U0009289,2026-08-28,high,118,活跃频次下降
CHURN00005532,U0009290,2026-08-28,high,40,活跃频次下降
CHURN00005533,U0009292,2026-08-28,medium,26,连续未登录
CHURN00005534,U0009297,2026-08-28,medium,25,连续未登录
CHURN00005535,U0009298,2026-08-28,medium,17,活跃频次下降
CHURN00005536,U0009299,2026-08-28,high,188,连续未登录
CHURN00005537,U0009300,2026-08-28,high,73,连续未登录
CHURN00005538,U0009302,2026-08-28,high,35,活跃频次下降
CHURN00005539,U0009303,2026-08-28,medium,9,连续未登录
CHURN00005540,U0009306,2026-08-28,high,85,连续未登录
CHURN00005541,U0009307,2026-08-28,medium,9,连续未登录
CHURN00005542,U0009308,2026-08-28,high,95,观看时长下降
CHURN00005543,U0009310,2026-08-28,high,55,观看时长下降
CHURN00005544,U0009311,2026-08-28,medium,10,观看时长下降
CHURN00005545,U0009312,2026-08-28,high,151,连续未登录
CHURN00005546,U0009313,2026-08-28,high,32,连续未登录
CHURN00005547,U0009314,2026-08-28,medium,21,连续未登录
CHURN00005548,U0009315,2026-08-28,medium,25,连续未登录
CHURN00005549,U0009317,2026-08-28,high,72,活跃频次下降
CHURN00005550,U0009318,2026-08-28,high,101,连续未登录
CHURN00005551,U0009323,2026-08-28,high,33,活跃频次下降
CHURN00005552,U0009325,2026-08-28,high,89,活跃频次下降
CHURN00005553,U0009328,2026-08-28,high,56,观看时长下降
CHURN00005554,U0009329,2026-08-28,high,40,连续未登录
CHURN00005555,U0009330,2026-08-28,high,73,活跃频次下降
CHURN00005556,U0009332,2026-08-28,high,63,连续未登录
CHURN00005557,U0009335,2026-08-28,medium,12,观看时长下降
CHURN00005558,U0009336,2026-08-28,medium,13,观看时长下降
CHURN00005559,U0009337,2026-08-28,medium,11,观看时长下降
CHURN00005560,U0009338,2026-08-28,medium,18,连续未登录
CHURN00005561,U0009341,2026-08-28,high,37,观看时长下降
CHURN00005562,U0009343,2026-08-28,high,36,活跃频次下降
CHURN00005563,U0009344,2026-08-28,medium,10,连续未登录
CHURN00005564,U0009348,2026-08-28,medium,10,连续未登录
CHURN00005565,U0009351,2026-08-28,medium,8,活跃频次下降
CHURN00005566,U0009352,2026-08-28,medium,28,活跃频次下降
CHURN00005567,U0009358,2026-08-28,medium,9,连续未登录
CHURN00005568,U0009360,2026-08-28,high,120,连续未登录
CHURN00005569,U0009362,2026-08-28,medium,8,活跃频次下降
CHURN00005570,U0009363,2026-08-28,high,33,连续未登录
CHURN00005571,U0009365,2026-08-28,medium,17,观看时长下降
CHURN00005572,U0009366,2026-08-28,medium,10,连续未登录
CHURN00005573,U0009368,2026-08-28,medium,23,观看时长下降
CHURN00005574,U0009369,2026-08-28,high,32,活跃频次下降
CHURN00005575,U0009370,2026-08-28,medium,8,活跃频次下降
CHURN00005576,U0009371,2026-08-28,high,35,活跃频次下降
CHURN00005577,U0009372,2026-08-28,high,48,连续未登录
CHURN00005578,U0009375,2026-08-28,medium,21,活跃频次下降
CHURN00005579,U0009376,2026-08-28,high,156,连续未登录
CHURN00005580,U0009377,2026-08-28,high,36,观看时长下降
CHURN00005581,U0009378,2026-08-28,medium,16,观看时长下降
CHURN00005582,U0009382,2026-08-28,high,65,连续未登录
CHURN00005583,U0009383,2026-08-28,medium,28,连续未登录
CHURN00005584,U0009388,2026-08-28,high,99,连续未登录
CHURN00005585,U0009389,2026-08-28,medium,24,观看时长下降
CHURN00005586,U0009391,2026-08-28,medium,12,连续未登录
CHURN00005587,U0009392,2026-08-28,medium,22,活跃频次下降
CHURN00005588,U0009395,2026-08-28,high,54,连续未登录
CHURN00005589,U0009397,2026-08-28,medium,16,连续未登录
CHURN00005590,U0009398,2026-08-28,medium,13,连续未登录
CHURN00005591,U0009399,2026-08-28,medium,17,连续未登录
CHURN00005592,U0009400,2026-08-28,medium,20,连续未登录
CHURN00005593,U0009401,2026-08-28,medium,8,连续未登录
CHURN00005594,U0009402,2026-08-28,medium,13,连续未登录
CHURN00005595,U0009405,2026-08-28,medium,10,连续未登录
CHURN00005596,U0009407,2026-08-28,medium,21,活跃频次下降
CHURN00005597,U0009408,2026-08-28,high,56,连续未登录
CHURN00005598,U0009409,2026-08-28,medium,13,连续未登录
CHURN00005599,U0009412,2026-08-28,medium,21,连续未登录
CHURN00005600,U0009414,2026-08-28,medium,27,连续未登录
CHURN00005601,U0009415,2026-08-28,high,69,活跃频次下降
CHURN00005602,U0009420,2026-08-28,medium,30,观看时长下降
CHURN00005603,U0009421,2026-08-28,high,114,连续未登录
CHURN00005604,U0009422,2026-08-28,high,196,连续未登录
CHURN00005605,U0009423,2026-08-28,high,151,活跃频次下降
CHURN00005606,U0009424,2026-08-28,medium,18,连续未登录
CHURN00005607,U0009425,2026-08-28,high,38,活跃频次下降
CHURN00005608,U0009426,2026-08-28,medium,15,活跃频次下降
CHURN00005609,U0009428,2026-08-28,high,46,连续未登录
CHURN00005610,U0009429,2026-08-28,high,40,连续未登录
CHURN00005611,U0009430,2026-08-28,high,103,连续未登录
CHURN00005612,U0009431,2026-08-28,medium,19,连续未登录
CHURN00005613,U0009432,2026-08-28,medium,15,连续未登录
CHURN00005614,U0009433,2026-08-28,medium,18,连续未登录
CHURN00005615,U0009434,2026-08-28,high,91,连续未登录
CHURN00005616,U0009435,2026-08-28,high,45,活跃频次下降
CHURN00005617,U0009436,2026-08-28,medium,19,观看时长下降
CHURN00005618,U0009437,2026-08-28,high,76,活跃频次下降
CHURN00005619,U0009438,2026-08-28,high,63,连续未登录
CHURN00005620,U0009439,2026-08-28,medium,23,观看时长下降
CHURN00005621,U0009440,2026-08-28,medium,9,连续未登录
CHURN00005622,U0009441,2026-08-28,high,59,连续未登录
CHURN00005623,U0009444,2026-08-28,medium,15,活跃频次下降
CHURN00005624,U0009445,2026-08-28,medium,20,连续未登录
CHURN00005625,U0009447,2026-08-28,high,50,连续未登录
CHURN00005626,U0009448,2026-08-28,high,184,观看时长下降
CHURN00005627,U0009449,2026-08-28,high,37,观看时长下降
CHURN00005628,U0009450,2026-08-28,high,71,连续未登录
CHURN00005629,U0009451,2026-08-28,medium,22,连续未登录
CHURN00005630,U0009452,2026-08-28,medium,22,活跃频次下降
CHURN00005631,U0009453,2026-08-28,medium,10,连续未登录
CHURN00005632,U0009454,2026-08-28,high,82,连续未登录
CHURN00005633,U0009455,2026-08-28,medium,15,观看时长下降
CHURN00005634,U0009456,2026-08-28,high,35,连续未登录
CHURN00005635,U0009457,2026-08-28,high,107,连续未登录
CHURN00005636,U0009458,2026-08-28,medium,19,活跃频次下降
CHURN00005637,U0009459,2026-08-28,high,32,连续未登录
CHURN00005638,U0009460,2026-08-28,medium,8,观看时长下降
CHURN00005639,U0009462,2026-08-28,high,39,观看时长下降
CHURN00005640,U0009463,2026-08-28,high,92,连续未登录
CHURN00005641,U0009464,2026-08-28,high,44,连续未登录
CHURN00005642,U0009465,2026-08-28,medium,20,活跃频次下降
CHURN00005643,U0009466,2026-08-28,medium,12,连续未登录
CHURN00005644,U0009468,2026-08-28,high,171,连续未登录
CHURN00005645,U0009470,2026-08-28,high,87,观看时长下降
CHURN00005646,U0009473,2026-08-28,medium,24,连续未登录
CHURN00005647,U0009476,2026-08-28,high,214,活跃频次下降
CHURN00005648,U0009477,2026-08-28,high,31,观看时长下降
CHURN00005649,U0009479,2026-08-28,medium,21,活跃频次下降
CHURN00005650,U0009481,2026-08-28,high,83,活跃频次下降
CHURN00005651,U0009482,2026-08-28,high,31,连续未登录
CHURN00005652,U0009483,2026-08-28,medium,20,连续未登录
CHURN00005653,U0009485,2026-08-28,high,74,活跃频次下降
CHURN00005654,U0009486,2026-08-28,high,56,观看时长下降
CHURN00005655,U0009488,2026-08-28,medium,11,活跃频次下降
CHURN00005656,U0009489,2026-08-28,medium,14,活跃频次下降
CHURN00005657,U0009490,2026-08-28,medium,21,连续未登录
CHURN00005658,U0009491,2026-08-28,medium,9,连续未登录
CHURN00005659,U0009492,2026-08-28,high,37,活跃频次下降
CHURN00005660,U0009493,2026-08-28,medium,10,连续未登录
CHURN00005661,U0009494,2026-08-28,medium,17,连续未登录
CHURN00005662,U0009495,2026-08-28,high,147,连续未登录
CHURN00005663,U0009497,2026-08-28,high,54,观看时长下降
CHURN00005664,U0009498,2026-08-28,medium,12,连续未登录
CHURN00005665,U0009500,2026-08-28,medium,17,连续未登录
CHURN00005666,U0009501,2026-08-28,medium,8,观看时长下降
CHURN00005667,U0009502,2026-08-28,high,60,连续未登录
CHURN00005668,U0009503,2026-08-28,high,34,活跃频次下降
CHURN00005669,U0009504,2026-08-28,medium,29,连续未登录
CHURN00005670,U0009506,2026-08-28,medium,22,观看时长下降
CHURN00005671,U0009508,2026-08-28,high,54,连续未登录
CHURN00005672,U0009509,2026-08-28,medium,13,连续未登录
CHURN00005673,U0009513,2026-08-28,high,104,连续未登录
CHURN00005674,U0009515,2026-08-28,high,83,活跃频次下降
CHURN00005675,U0009517,2026-08-28,high,96,连续未登录
CHURN00005676,U0009518,2026-08-28,high,57,活跃频次下降
CHURN00005677,U0009519,2026-08-28,high,124,连续未登录
CHURN00005678,U0009521,2026-08-28,high,81,观看时长下降
CHURN00005679,U0009523,2026-08-28,medium,17,连续未登录
CHURN00005680,U0009530,2026-08-28,medium,9,连续未登录
CHURN00005681,U0009531,2026-08-28,medium,12,连续未登录
CHURN00005682,U0009533,2026-08-28,high,60,观看时长下降
CHURN00005683,U0009534,2026-08-28,medium,21,连续未登录
CHURN00005684,U0009542,2026-08-28,medium,9,连续未登录
CHURN00005685,U0009544,2026-08-28,high,167,连续未登录
CHURN00005686,U0009545,2026-08-28,high,97,连续未登录
CHURN00005687,U0009546,2026-08-28,medium,16,活跃频次下降
CHURN00005688,U0009548,2026-08-28,medium,11,连续未登录
CHURN00005689,U0009557,2026-08-28,high,74,连续未登录
CHURN00005690,U0009558,2026-08-28,medium,8,观看时长下降
CHURN00005691,U0009559,2026-08-28,medium,13,活跃频次下降
CHURN00005692,U0009560,2026-08-28,high,84,活跃频次下降
CHURN00005693,U0009563,2026-08-28,high,114,连续未登录
CHURN00005694,U0009565,2026-08-28,medium,8,观看时长下降
CHURN00005695,U0009567,2026-08-28,high,53,活跃频次下降
CHURN00005696,U0009568,2026-08-28,medium,14,连续未登录
CHURN00005697,U0009569,2026-08-28,high,63,观看时长下降
CHURN00005698,U0009572,2026-08-28,high,143,活跃频次下降
CHURN00005699,U0009574,2026-08-28,high,206,观看时长下降
CHURN00005700,U0009575,2026-08-28,high,105,连续未登录
CHURN00005701,U0009580,2026-08-28,medium,8,观看时长下降
CHURN00005702,U0009581,2026-08-28,medium,9,活跃频次下降
CHURN00005703,U0009582,2026-08-28,high,33,连续未登录
CHURN00005704,U0009583,2026-08-28,high,52,连续未登录
CHURN00005705,U0009584,2026-08-28,medium,11,连续未登录
CHURN00005706,U0009585,2026-08-28,high,126,活跃频次下降
CHURN00005707,U0009586,2026-08-28,high,51,连续未登录
CHURN00005708,U0009587,2026-08-28,high,104,连续未登录
CHURN00005709,U0009588,2026-08-28,high,39,活跃频次下降
CHURN00005710,U0009589,2026-08-28,high,151,观看时长下降
CHURN00005711,U0009590,2026-08-28,medium,25,连续未登录
CHURN00005712,U0009591,2026-08-28,medium,22,连续未登录
CHURN00005713,U0009592,2026-08-28,medium,11,活跃频次下降
CHURN00005714,U0009593,2026-08-28,medium,10,连续未登录
CHURN00005715,U0009594,2026-08-28,high,98,观看时长下降
CHURN00005716,U0009595,2026-08-28,medium,12,观看时长下降
CHURN00005717,U0009598,2026-08-28,high,116,观看时长下降
CHURN00005718,U0009601,2026-08-28,high,38,观看时长下降
CHURN00005719,U0009602,2026-08-28,high,230,连续未登录
CHURN00005720,U0009603,2026-08-28,medium,24,连续未登录
CHURN00005721,U0009608,2026-08-28,high,32,活跃频次下降
CHURN00005722,U0009609,2026-08-28,medium,8,观看时长下降
CHURN00005723,U0009610,2026-08-28,medium,19,观看时长下降
CHURN00005724,U0009614,2026-08-28,medium,26,连续未登录
CHURN00005725,U0009617,2026-08-28,high,89,连续未登录
CHURN00005726,U0009618,2026-08-28,high,46,连续未登录
CHURN00005727,U0009621,2026-08-28,medium,9,观看时长下降
CHURN00005728,U0009627,2026-08-28,medium,23,观看时长下降
CHURN00005729,U0009629,2026-08-28,high,31,连续未登录
CHURN00005730,U0009631,2026-08-28,high,157,观看时长下降
CHURN00005731,U0009633,2026-08-28,medium,8,连续未登录
CHURN00005732,U0009634,2026-08-28,medium,13,连续未登录
CHURN00005733,U0009635,2026-08-28,medium,25,活跃频次下降
CHURN00005734,U0009636,2026-08-28,high,82,活跃频次下降
CHURN00005735,U0009638,2026-08-28,medium,9,连续未登录
CHURN00005736,U0009639,2026-08-28,high,51,连续未登录
CHURN00005737,U0009641,2026-08-28,medium,9,活跃频次下降
CHURN00005738,U0009642,2026-08-28,medium,14,活跃频次下降
CHURN00005739,U0009643,2026-08-28,medium,13,观看时长下降
CHURN00005740,U0009644,2026-08-28,high,127,连续未登录
CHURN00005741,U0009645,2026-08-28,medium,28,观看时长下降
CHURN00005742,U0009646,2026-08-28,medium,17,观看时长下降
CHURN00005743,U0009647,2026-08-28,medium,8,观看时长下降
CHURN00005744,U0009648,2026-08-28,medium,29,连续未登录
CHURN00005745,U0009649,2026-08-28,medium,19,活跃频次下降
CHURN00005746,U0009651,2026-08-28,high,143,连续未登录
CHURN00005747,U0009652,2026-08-28,high,201,活跃频次下降
CHURN00005748,U0009653,2026-08-28,medium,12,连续未登录
CHURN00005749,U0009654,2026-08-28,medium,17,活跃频次下降
CHURN00005750,U0009655,2026-08-28,medium,18,活跃频次下降
CHURN00005751,U0009656,2026-08-28,high,40,连续未登录
CHURN00005752,U0009657,2026-08-28,high,79,活跃频次下降
CHURN00005753,U0009658,2026-08-28,medium,13,观看时长下降
CHURN00005754,U0009659,2026-08-28,medium,17,观看时长下降
CHURN00005755,U0009660,2026-08-28,high,135,观看时长下降
CHURN00005756,U0009661,2026-08-28,high,53,观看时长下降
CHURN00005757,U0009664,2026-08-28,high,64,观看时长下降
CHURN00005758,U0009668,2026-08-28,medium,17,活跃频次下降
CHURN00005759,U0009669,2026-08-28,medium,9,连续未登录
CHURN00005760,U0009671,2026-08-28,medium,22,观看时长下降
CHURN00005761,U0009672,2026-08-28,medium,11,连续未登录
CHURN00005762,U0009676,2026-08-28,high,36,观看时长下降
CHURN00005763,U0009677,2026-08-28,high,46,活跃频次下降
CHURN00005764,U0009678,2026-08-28,high,63,连续未登录
CHURN00005765,U0009679,2026-08-28,medium,16,活跃频次下降
CHURN00005766,U0009680,2026-08-28,medium,13,观看时长下降
CHURN00005767,U0009681,2026-08-28,high,170,活跃频次下降
CHURN00005768,U0009684,2026-08-28,high,45,活跃频次下降
CHURN00005769,U0009685,2026-08-28,medium,12,观看时长下降
CHURN00005770,U0009686,2026-08-28,high,94,活跃频次下降
CHURN00005771,U0009687,2026-08-28,high,32,连续未登录
CHURN00005772,U0009688,2026-08-28,medium,15,活跃频次下降
CHURN00005773,U0009690,2026-08-28,medium,23,连续未登录
CHURN00005774,U0009692,2026-08-28,medium,9,观看时长下降
CHURN00005775,U0009697,2026-08-28,high,32,连续未登录
CHURN00005776,U0009698,2026-08-28,medium,26,活跃频次下降
CHURN00005777,U0009699,2026-08-28,high,43,连续未登录
CHURN00005778,U0009700,2026-08-28,high,34,连续未登录
CHURN00005779,U0009701,2026-08-28,medium,15,连续未登录
CHURN00005780,U0009703,2026-08-28,medium,23,连续未登录
CHURN00005781,U0009707,2026-08-28,medium,16,观看时长下降
CHURN00005782,U0009715,2026-08-28,high,180,连续未登录
CHURN00005783,U0009716,2026-08-28,high,35,活跃频次下降
CHURN00005784,U0009721,2026-08-28,medium,11,活跃频次下降
CHURN00005785,U0009722,2026-08-28,medium,10,观看时长下降
CHURN00005786,U0009723,2026-08-28,high,60,连续未登录
CHURN00005787,U0009726,2026-08-28,medium,14,连续未登录
CHURN00005788,U0009727,2026-08-28,medium,19,连续未登录
CHURN00005789,U0009729,2026-08-28,medium,26,连续未登录
CHURN00005790,U0009730,2026-08-28,medium,13,活跃频次下降
CHURN00005791,U0009731,2026-08-28,medium,9,观看时长下降
CHURN00005792,U0009732,2026-08-28,high,77,观看时长下降
CHURN00005793,U0009733,2026-08-28,high,58,连续未登录
CHURN00005794,U0009734,2026-08-28,medium,27,活跃频次下降
CHURN00005795,U0009735,2026-08-28,medium,14,连续未登录
CHURN00005796,U0009737,2026-08-28,medium,16,连续未登录
CHURN00005797,U0009740,2026-08-28,medium,8,活跃频次下降
CHURN00005798,U0009741,2026-08-28,medium,12,连续未登录
CHURN00005799,U0009743,2026-08-28,high,99,观看时长下降
CHURN00005800,U0009744,2026-08-28,high,50,活跃频次下降
